year mon day hour min sec camp flt prof lat lon alt pressure theta co2 co2qcls co2oms co2ao2 ch4pfp ch4qcls sf6pfp strat h2oref n2oref o3ref co2mspo co2mqcls co2moms co2mao2 ch4mqcls
2011 8 19 23 9 3 5 5 55 77.96454 -147.7003 1467.655 832.9098 278.2379 381.12 NA 381.2207 381.0311 1868.25 NA 7.46 0 2726 321.7284 28.8 -7.46 NA -0.101 0.089 NA
2011 8 19 23 13 4.5 5 5 55 77.65971 -147.7001 3228.79 660.2903 284.8601 382.07 381.158 381.335 381.0292 1876.62 1873.304 7.53 0 1138.125 321.7784 37.25 -6.51 0.912 0.735 1.041 3.316
2011 8 19 23 19 8.5 5 5 55 77.13665 -147.7006 5895.683 NA NA 383.77 383.392 383.6212 383.7406 1864.19 1867.763 7.51 0 314.625 320.9384 75.1875 -4.81 0.378 0.149 0.029 -3.572
2011 8 19 23 26 20.5 5 5 56 76.40916 -147.7007 8144.136 329.3836 312.4897 387.54 NA 387.3881 387.4039 1812.34 NA 7.33 0 76.03125 316.4284 186.375 -1.04 NA 0.152 0.136 NA
2011 8 20 0 10 11 5 5 58 72.92891 -149.0085 4480.887 568.2426 299.8166 383.28 382.9787 NA 384.3957 1860.31 1866.238 7.45 0 1864 321.8184 55.33333 -5.303 0.301 NA -1.116 -5.928
2011 8 20 0 19 12.5 5 5 58 72.2453 -149.5228 1177.078 870.8829 285.0077 380.98 379.7937 380.4962 381.376 1867.5 1872.468 7.51 0 4548.125 321.9884 34.5 -7.606 1.186 0.484 -0.396 -4.968
2011 8 20 0 25 49 5 5 59 71.80443 -149.8342 124.7024 992.8022 274.723 380.57 NA 380.5427 381.4923 1874.67 NA 7.54 0 7095.333 322.0284 22.8 -8.019 NA 0.027 -0.922 NA
2011 8 20 0 42 34 5 5 59 70.59041 -148.7508 6831.38 414.8567 311.0425 384.62 384.2013 384.4273 385.2567 1860.98 1876.218 7.48 0 767.9333 321.7284 78.86667 -3.974 0.419 0.193 -0.637 -15.238
2011 8 20 1 19 3 5 5 60 66.31687 -148.1091 6547.263 433.4441 317.0116 385.77 385.2327 385.458 NA 1850.37 1852.628 7.55 0 143.1333 321.8384 74.93333 -2.833 0.537 0.312 NA -2.258
2011 8 20 1 28 50 5 5 60 65.498 -148.0564 2167.621 765.3054 295.9349 380.94 381.1207 NA 383.0454 1865.64 1867.56 7.51 0 8440.667 321.9084 31.6 -7.665 -0.181 NA -2.105 -1.92
2011 8 20 1 50 22 5 5 61 64.82792 -147.6916 1540.047 825.3178 295.6508 382.24 382.1379 NA 384.0599 1852.81 1859.717 7.51 0 8723.333 321.8584 31.13333 -6.368 0.102 NA -1.82 -6.907
2011 8 22 18 29 12.5 5 6 63 60.20772 -152.5116 9297.314 285.4122 321.1115 386.81 386.4919 NA 387.2509 1845.5 1849.159 7.45 0 184.485 321.2415 92.9375 -1.78 0.318 NA -0.441 -3.659
2011 8 22 19 3 59 5 6 0 57.48853 -159.0946 12037.97 187.8515 368.152 391.13 390.7587 390.354 390.7591 1768.02 1771.723 7.17 1 3.89 313.9915 262.8667 2.53 0.371 0.776 0.371 -3.703
2011 8 22 19 24 10 5 6 64 55.69726 -162.108 5662.588 484.5194 308.1511 382.21 NA 381.6033 382.7819 1868.65 NA 7.49 0 1664.273 322.2415 36.93333 -6.39 NA 0.607 -0.572 NA
2011 8 22 19 39 41 5 6 64 54.34549 -162.4306 1344.221 850.3596 289.294 379.55 379.496 379.25 379.6165 1862.51 1865.67 7.49 0 9028.667 321.8215 28.53333 -9.05 0.054 0.3 -0.067 -3.16
2011 8 22 19 44 0 5 6 65 54.03285 -162.3177 158.8325 983.4426 283.06 379.57 378.68 378.1433 378.7823 1874.48 1877.586 7.48 0 12673.33 322.0815 23.4 -9.03 0.89 1.427 0.788 -3.106
2011 8 22 20 4 22 5 6 65 52.17316 -161.6795 8428.148 329.3684 315.6628 386.41 385.7173 385.4167 385.7113 1850.31 1855.959 7.43 0 153.6667 320.4215 105.3333 -2.19 0.693 0.993 0.699 -5.649
2011 8 22 20 21 47 5 6 66 50.49648 -161.1495 2197.699 770.3725 292.198 381.1 NA 380.5053 NA 1865.99 NA 7.51 0 6689.333 321.7215 33.8 -7.5 NA 0.595 NA NA
2011 8 22 20 28 39 5 6 67 49.99283 -160.999 160.9204 990.0628 283.6088 379.37 379.6957 NA 379.433 1882.01 1885.079 7.52 0 11840 321.9515 23.4 -9.23 -0.326 NA -0.063 -3.069
2011 8 22 20 57 45.5 5 6 68 47.31219 -160.4387 5956.578 475.3994 311.8066 383.41 382.8707 382.85 384.0023 1859.53 NA 7.51 0 1884.286 321.4715 74.85714 -5.19 0.539 0.56 -0.592 NA
2011 8 22 21 4 58.5 5 6 68 46.68553 -160.3159 2623.071 734.746 297.4399 384.79 383.6893 384.125 384.6676 1847.01 1847.137 7.53 0 5649.286 322.0015 45.78571 -3.809 1.101 0.665 0.122 -0.127
2011 8 22 21 9 5.5 5 6 68 46.36655 -160.2548 739.2004 927.4963 286.337 380.4 NA 379.8175 NA 1871.97 NA 7.5 0 9923.125 321.8515 30 -8.198 NA 0.582 NA NA
2011 8 22 21 13 18.5 5 6 69 46.05612 -160.1958 416.0375 964.8125 286.2057 379.92 380.2973 379.8913 NA 1871.46 1872.135 7.52 0 11331.25 321.7715 28.8125 -8.678 -0.377 0.029 NA -0.675
2011 8 22 21 33 5 5 6 69 44.24168 -159.8376 8887.222 329.421 336.966 389.38 389.3687 389.3353 389.1615 1852.31 1857.073 7.62 0 674.4 322.9115 52.4 0.786 0.011 0.045 0.219 -4.763
2011 8 22 21 48 44 5 6 70 42.69051 -159.5179 2866.982 720.0354 308.7 381.96 380.682 381.2747 381.6817 1864.83 1865.754 7.48 0 4497.5 321.9515 60.46667 -6.632 1.278 0.685 0.278 -0.924
2011 8 22 21 55 55 5 6 70 42.12581 -159.4056 156.9213 996.8385 289.5452 382.34 NA 382.2933 383.0047 1853.81 NA 7.55 0 15566.67 322.3215 23.33333 -6.251 NA 0.047 -0.665 NA
2011 8 22 22 16 43 5 6 71 40.21042 -159.0389 9021.058 329.404 338.344 388.33 388.178 388.1787 387.8348 1889.87 1901.941 7.66 0 384.6667 323.1315 66.8 -0.261 0.152 0.151 0.495 -12.071
2011 8 22 22 26 39 5 6 72 39.14833 -158.8196 6091.285 486.9582 325.9767 387.89 387.48 387.5613 388.0569 1857.41 NA 7.66 0 397.7333 322.6915 85 -0.702 0.41 0.329 -0.167 NA
2011 8 22 22 38 18 5 6 72 38.15641 -158.6152 468.7885 964.2362 294.9283 384.16 NA 383.952 383.4159 1838.52 NA 7.52 0 19306.67 321.9715 24 -4.433 NA 0.208 0.744 NA
2011 8 22 22 45 1 5 6 73 37.65732 -158.5145 1931.713 812.5143 307.1184 389.42 389.716 389.5513 389.4383 1814.82 1813.418 7.58 0 9304.667 322.4415 27.86667 0.826 -0.296 -0.131 -0.018 1.402
2011 8 22 23 2 47 5 6 74 35.92219 -158.1747 9048.055 329.4162 336.4386 387.55 387.6867 387.63 387.3714 1885.25 1892.748 7.6 0 327.8667 323.4615 67.13333 -1.045 -0.137 -0.08 0.179 -7.498
2011 8 22 23 18 51 5 6 74 34.36498 -157.8663 2295.231 778.9862 309.1624 389.52 388.9627 389.502 389.8437 1800.53 1800.769 7.44 0 9908 322.4315 24.73333 0.923 0.557 0.018 -0.324 -0.239
2011 8 22 23 26 0 5 6 75 33.82204 -157.754 239.69 991.3099 295.526 381.88 NA 381.9 381.7892 1854.06 NA 7.49 0 19206.67 321.6815 31.13333 -6.717 NA -0.02 0.091 NA
2011 8 22 23 32 51 5 6 75 33.28258 -157.6435 3531.755 672.0893 314.105 389.51 389.6214 389.5847 388.9639 1804.99 1805.149 7.47 0 7422.667 322.4915 30.33333 0.912 -0.111 -0.075 0.546 -0.159
2011 8 22 23 39 21 5 6 75 32.69272 -157.5242 6690.124 452.2464 327.7946 389.36 NA 389.636 NA 1817 NA 7.45 0 2143.333 322.7215 35.06667 0.762 NA -0.276 NA NA
2011 8 22 23 51 29 5 6 76 31.4496 -157.2781 6510.924 462.683 327.1263 388.22 NA 388.0413 388.2827 1863.97 1876.357 7.64 0 2144.667 322.9915 65.33333 -0.379 NA 0.179 -0.063 -12.387
2011 8 22 23 58 2.5 5 6 76 30.87007 -157.1661 3321.42 689.5442 312.8805 389.08 388.9521 NA 389.2318 1814.42 1820.25 7.49 0 3318.571 322.0915 39.5 0.48 0.128 NA -0.152 -5.83
2011 8 23 0 1 52.5 5 6 76 30.56643 -157.1077 1478.238 859.0687 300.3731 386.84 386.7371 NA 386.931 1818.09 1829.254 7.48 0 17885.71 322.0515 17.92857 -1.759 0.103 NA -0.091 -11.164
2011 8 23 0 6 55 5 6 77 30.20122 -157.0381 167.6473 1000.249 296.5976 387.76 NA 387.7347 388.0085 1812.01 NA 7.48 0 25886.67 322.1715 10.8 -0.837 NA 0.025 -0.248 NA
2011 8 23 0 21 50.5 5 6 78 28.944 -156.8686 6454.15 465.7737 325.9443 389.11 NA 389.0857 388.7501 1831.75 1844.146 7.52 0 352.8571 321.8815 79.42857 0.521 NA 0.024 0.36 -12.396
2011 8 23 0 32 58.5 5 6 78 27.99519 -156.7699 1368.274 870.2968 299.2145 388.98 388.8479 388.8036 NA 1801.29 1811.437 7.47 0 20721.43 322.1215 10.71429 0.396 0.132 0.176 NA -10.147
2011 8 23 0 37 22 5 6 79 27.68061 -156.7141 161.59 1001.214 296.0383 386.72 NA 386.6507 386.8127 1818.1 NA 7.49 0 24260 322.0615 12.46667 -1.861 NA 0.069 -0.093 NA
2011 8 23 0 41 15 5 6 79 27.39324 -156.6795 1917.524 815.6374 303.3226 388.94 389.2357 389.0473 388.5249 1804.58 1808.7 7.48 0 12360 322.3115 16.66667 0.361 -0.296 -0.107 0.415 -4.12
2011 8 23 0 51 8 5 6 79 26.54804 -156.5788 6700.838 451.2893 327.7207 390.32 390.285 390.2571 390.1061 1791.19 1794.372 7.39 0 218.6667 322.5415 29.2 1.746 0.035 0.063 0.214 -3.182
2011 8 23 1 9 7.5 5 6 0 24.64352 -156.3546 13136.25 179.0534 354.9675 390.59 NA 390.38 390.0144 1822.44 NA 7.41 0 10.58125 321.7215 96.3125 2.023 NA 0.21 0.576 NA
2011 8 23 1 32 3 5 6 80 21.93136 -156.0387 8848.046 338.2207 335.0501 390.03 389.7393 389.7793 390.4819 1799.25 1819.796 7.38 0 367 322.2515 46.2 1.471 0.291 0.251 -0.452 -20.546
2011 8 23 1 41 11 5 6 80 20.93288 -155.972 4253.072 615.2766 316.3132 389.61 389.68 389.5485 389.5492 1799.92 1801.725 7.35 0 8091.333 322.6415 27.13333 1.054 -0.07 0.062 0.061 -1.805
2011 8 24 20 11 42 5 7 81 18.96047 -156.5358 5813.367 506.9948 326.932 390.07 389.8071 390.124 389.9131 1800.75 1798.047 7.33 0 520.8 322.5669 34.6 1.474 0.263 -0.054 0.157 2.703
2011 8 24 20 34 5.5 5 7 0 16.92844 -158.0107 12927.6 187.3889 349.7479 390.66 390.19 389.5944 NA 1795.87 1790.594 7.37 0 27.08125 322.4569 27.375 2.071 0.47 1.066 NA 5.276
2011 8 24 20 48 44 5 7 82 15.72537 -159.2572 9535.994 309.432 337.9791 390.27 389.6247 389.1653 390.2704 1792.58 1794.883 7.38 0 528.2667 322.5969 34.2 1.686 0.645 1.105 0 -2.303
2011 8 24 21 2 54 5 7 82 14.71683 -160.1151 2598.921 751.2773 309.0342 389.77 389.6993 389.014 390.3036 1798.04 1802.358 7.38 0 8868.667 322.8569 38.73333 1.188 0.071 0.756 -0.534 -4.318
2011 8 24 21 18 50.5 5 7 83 13.58325 -160.575 4182.707 619.9589 317.9101 389.83 389.8664 389.4086 NA 1805.3 1807.076 7.44 0 4450.714 322.6869 58.78571 1.237 -0.036 0.421 NA -1.776
2011 8 24 21 30 36.5 5 7 83 12.5137 -161.006 9082.534 329.2719 337.656 390.54 390.2256 NA 389.8391 1793.08 1799.178 7.36 0 252 322.3469 31.125 1.94 0.314 NA 0.701 -6.098
2011 8 24 21 39 10.5 5 7 84 11.68031 -161.3381 6521.897 462.2278 331.8376 390.25 NA 389.6257 389.8234 1795.24 NA 7.36 0 888.5 322.4669 36.71429 1.644 NA 0.624 0.427 NA
2011 8 24 21 49 28 5 7 84 10.8552 -161.6639 1492.794 853.5092 303.8561 389.64 389.534 389.1417 389.1335 1789.11 1795.469 7.38 0 21973.33 322.4169 14.2 1.027 0.106 0.498 0.507 -6.359
2011 8 24 21 54 47 5 7 85 10.49757 -161.805 241.4823 985.337 298.7176 389.64 NA 389.2813 389.4726 1793.52 NA 7.35 0 27160 322.4269 15.4 1.023 NA 0.359 0.167 NA
2011 8 24 22 14 13 5 7 85 8.892496 -162.4463 9725.629 300.845 339.6598 390.4 390.2621 390.2007 390.4478 1795.79 1801.276 7.33 0 147.0667 322.3569 32.4 1.787 0.138 0.199 -0.048 -5.486
2011 8 24 22 38 46 5 7 86 6.210975 -163.5192 9419.496 313.6709 339.3854 390.45 NA 390.0207 390.9207 1789.16 NA 7.3 0 80.10667 322.1869 31.6 1.849 NA 0.429 -0.471 NA
2011 8 24 22 51 14 5 7 86 5.092728 -163.9631 3285.417 689.1725 313.6503 390.33 NA 390.024 390.8785 1784.97 1789.768 7.32 0 12680 322.5869 16.73333 1.736 NA 0.306 -0.549 -4.798
2011 8 24 22 59 4 5 7 87 4.522428 -164.0961 159.5911 993.3476 299.362 390.99 390.93 NA NA 1773.3 1781.587 7.26 0 27006.67 322.5069 11.6 2.4 0.06 NA NA -8.287
2011 8 24 23 10 48.5 5 7 87 3.635117 -164.2744 5268.797 540.5685 324.4729 390.05 389.9456 NA 390.358 1789.7 1794.313 7.4 0 4164.375 322.5869 25.875 1.456 0.104 NA -0.308 -4.613
2011 8 24 23 29 39 5 7 88 1.772756 -164.6459 6124.765 484.822 327.6579 390.22 389.8453 NA 390.5251 1793.01 1793.781 7.34 0 1651.333 322.3869 37.46667 1.62 0.375 NA -0.305 -0.771
2011 8 24 23 35 5 5 7 88 1.293441 -164.742 3459.618 674.3269 315.0991 390.21 390.1447 389.9273 390.4841 1785.2 1787.259 7.27 0 10980 322.4469 16.33333 1.608 0.065 0.283 -0.274 -2.059
2011 8 24 23 39 25 5 7 88 0.9600085 -164.8082 1361.874 864.5494 302.6679 390.54 390.438 390.252 390.7367 1777.14 NA 7.23 0 15140 322.3269 14.2 1.937 0.102 0.288 -0.197 NA
2011 8 24 23 44 25 5 7 89 0.6071063 -164.8787 177.2116 990.5147 299.138 390.92 390.9071 390.7467 391.3797 1775.28 1779.195 7.25 0 25513.33 322.3869 13.26667 2.315 0.013 0.173 -0.46 -3.915
2011 8 25 0 4 28.5 5 7 90 -1.074301 -165.4426 9061.873 329.3624 340.3846 390.41 390.1481 390.1237 389.6345 1789.81 1794.438 7.27 0 103.0625 322.2769 28.375 1.8 0.262 0.286 0.776 -4.628
2011 8 25 0 18 21 5 7 90 -2.286988 -165.944 2800.489 729.4682 312.0708 390.41 390.346 390.1127 390.6242 1783.82 1787.377 7.26 0 10970.67 322.3269 18.73333 1.8 0.064 0.297 -0.214 -3.557
2011 8 25 0 25 34 5 7 91 -2.777734 -166.1472 161.2401 992.1037 299.044 390.65 NA 390.3693 390.9009 1773.86 NA 7.27 0 26533.33 322.1469 17.6 2.04 NA 0.281 -0.251 NA
2011 8 25 0 34 7 5 7 91 -3.366496 -166.391 3900.068 639.3101 317.1472 390.24 390.2173 390.2527 389.7023 1786.61 1793.009 7.31 0 6526.667 322.3669 18.13333 1.63 0.023 -0.013 0.538 -6.399
2011 8 25 0 46 45.5 5 7 91 -4.500154 -166.8613 9057.427 329.3785 340.4187 390.45 390.1871 390.2786 390.6267 1786.34 1793.878 7.35 0 57.68571 322.1369 25.28571 1.84 0.263 0.171 -0.177 -7.538
2011 8 25 1 2 3 5 7 92 -5.871542 -167.4221 3057.374 707.7156 314.2946 390.29 390.1773 390.2433 NA 1783.35 1792.716 7.24 0 2416 322.4469 22.86667 1.68 0.113 0.047 NA -9.366
2011 8 25 1 9 55 5 7 93 -6.409828 -167.641 159.3335 992.4641 299.1102 390.35 390.4314 NA NA 1770.99 1776.45 7.24 0 25780 321.9069 19.53333 1.74 -0.081 NA NA -5.46
2011 8 25 1 20 34 5 7 93 -7.174785 -167.9526 5004.119 558.2052 322.8173 390.33 390.26 NA 390.5249 1779.82 1784.241 7.34 0 101.6667 322.0469 31.73333 1.72 0.07 NA -0.195 -4.421
2011 8 25 1 38 45.5 5 7 94 -8.864467 -168.6473 6706.401 449.7238 331.6124 390.48 NA 390.1464 390.4313 1784.78 NA 7.26 0 63.99286 322.1869 43.14286 1.87 NA 0.334 0.049 NA
2011 8 25 1 45 55 5 7 94 -9.447827 -168.8876 3200.176 695.9469 315.3537 390.39 390.0453 390.15 391.2511 1774.73 1781.726 7.25 0 3510 322.0569 32.86667 1.78 0.345 0.24 -0.861 -6.996
2011 8 25 1 49 53 5 7 94 -9.726646 -169.014 1275.042 873.402 302.4877 389.67 389.6073 NA 390.3458 1769.37 1778.656 7.2 0 15506.67 321.6869 23.53333 1.06 0.063 NA -0.676 -9.286
2011 8 25 2 38 39 5 7 97 -13.66058 -169.0447 162.2569 995.1379 297.5961 388.59 NA 388.58 NA 1769.79 NA 7.17 0 24233.33 321.7569 29 -0.039 NA 0.01 NA NA
2011 8 25 2 43 8 5 7 97 -13.87632 -168.8521 1860.851 816.7048 303.3967 388.85 389.0229 388.9053 NA 1769.99 1771.473 7.18 0 17006.67 321.4269 25.6 0.218 -0.173 -0.055 NA -1.483
2011 8 25 2 46 35 5 7 97 -14.08659 -168.6641 3529.511 669.0481 316.2709 389.96 390.0487 390.0867 NA 1773.42 1777.088 7.22 0 4920.667 321.7969 26.86667 1.327 -0.089 -0.127 NA -3.668
2011 8 25 2 56 20 5 7 97 -14.84225 -167.9848 8319.312 363.7338 335.653 390.35 NA 390.4733 389.7911 1788.35 NA 7.27 0 48.90667 322.3269 36.33333 1.712 NA -0.123 0.559 NA
2011 8 25 3 26 0.5 5 7 0 -17.75838 -165.2989 14324.09 147.7623 359.6632 390.87 NA 390.5571 NA 1798 NA 7.33 0 8.139167 322.0369 58.70833 2.221 NA 0.313 NA NA
2011 8 27 21 24 7.5 5 8 99 -23.58898 -161.9773 12698.78 188.0264 355.0773 391.26 NA 390.7725 391.2051 1802.3 NA 7.26 0 9.79875 321.34 87.0625 2.62 NA 0.488 0.055 NA
2011 8 27 21 49 12 5 8 100 -25.84667 -164.0958 8949.396 323.9869 324.9854 390.93 390.4753 390.3713 391.3109 1794.22 1799.223 7.22 0 48.06 321.16 72.66667 2.29 0.455 0.559 -0.381 -5.003
2011 8 27 22 3 33 5 8 100 -26.87377 -165.1047 2181.922 789.5557 296.3278 389.03 389.0513 388.7213 388.8757 1775.77 1781.092 7.19 0 7394.667 321.54 36.26667 0.391 -0.021 0.309 0.154 -5.322
2011 8 27 22 9 58 5 8 101 -27.22195 -165.4515 178.7775 1004.289 290.6676 388.37 388.5943 NA 389.1099 1772.92 1777.394 7.21 0 14120 321.6 31.26667 -0.268 -0.224 NA -0.74 -4.474
2011 8 27 22 40 9 5 8 102 -29.15466 -167.4334 6025.473 482.6175 313.5418 389.49 389.092 NA 389.5217 1780.68 1784.221 7.29 0 1732.667 321.68 45.66667 0.857 0.398 NA -0.032 -3.541
2011 8 27 22 49 50 5 8 102 -29.70685 -168.0185 1499.826 857.4893 292.816 388.74 388.556 NA 388.7555 1773.97 1778.139 7.21 0 7602 321.25 34.93333 0.108 0.184 NA -0.016 -4.169
2011 8 27 22 55 15 5 8 103 -29.98571 -168.3177 276.8515 993.1872 287.6465 388.26 NA 388.0893 387.737 1774.13 NA 7.2 0 14380 321.22 29.66667 -0.371 NA 0.171 0.523 NA
2011 8 27 23 24 6.5 5 8 104 -31.70522 -170.2302 6233.285 467.0333 311.4325 389.42 NA 389.0069 389.2576 1777.34 NA 7.25 0 33.3 321.06 44.125 0.794 NA 0.413 0.162 NA
2011 8 27 23 34 24 5 8 104 -32.27994 -170.8905 1461.137 861.6881 292.3448 388.94 388.7933 388.6753 389.0725 1776.13 1779.581 7.2 0 6642 321.3 36.4 0.316 0.147 0.265 -0.133 -3.451
2011 8 28 0 0 20 5 8 105 -33.7122 -172.5917 8706.242 329.4398 319.8575 391.01 390.7687 NA NA 1797.13 1803.524 7.24 0 93.66 321.24 75.4 2.39 0.241 NA NA -6.394
2011 8 28 0 15 54 5 8 106 -34.61627 -173.7092 3156.701 697.3795 299.2001 389.63 389.2267 389.3087 390.2052 1778.29 1780.881 7.22 0 971.7333 321.39 52.8 1.002 0.403 0.321 -0.575 -2.591
2011 8 28 0 24 24 5 8 107 -35.04181 -174.2451 160.2269 1006.326 286.1556 388.48 NA 388.4493 388.7909 1772.83 NA 7.16 0 15026.67 321.52 31.6 -0.152 NA 0.031 -0.311 NA
2011 8 28 0 56 10.5 5 8 108 -36.75432 -176.5135 5156.848 537.9572 308.1061 389.69 NA 389.3636 389.9079 1783.42 NA 7.22 0 212.6429 321.5 43.85714 1.042 NA 0.326 -0.218 NA
2011 8 28 1 4 29.5 5 8 108 -37.18428 -177.1083 1307.976 875.8888 288.374 388.29 388.1906 388.2031 388.5581 1777.12 1781.652 7.19 0 5823.75 321.24 37.5625 -0.358 0.099 0.087 -0.268 -4.533
2011 8 28 1 30 3 5 8 109 -38.48687 -178.9789 8699.545 329.4824 320.0544 390.03 389.814 NA 389.3443 1786.32 1795.191 7.19 0 122.1333 321.69 50.73333 1.395 0.216 NA 0.686 -8.871
2011 8 28 1 38 16 5 8 110 -38.93964 -179.655 6133.419 471.3885 312.6319 390.35 NA 390.108 NA 1788.82 NA 7.31 0 216.3333 321.81 63.6 1.719 NA 0.242 NA NA
2011 8 28 1 48 32 5 8 110 -39.44676 179.5719 1382.222 867.8159 288.3648 387.12 386.8007 386.8493 386.8487 1778.74 1781.889 7.18 0 7224 321.5 32.66667 -1.506 0.319 0.271 0.271 -3.149
2011 8 28 1 53 1 5 8 111 -39.64892 179.2589 154.9661 1006.405 283.7873 389.28 NA 388.8793 389.1849 1775.48 NA 7.24 0 12140 321.38 33.86667 0.656 NA 0.401 0.095 NA
2011 8 28 2 17 11 5 8 112 -40.90298 177.3134 7177.505 407.1168 316.2072 390.22 389.8307 390.0267 390.5032 1788.05 1798.641 7.26 0 843.2 321.78 62.73333 1.597 0.389 0.193 -0.283 -10.591
2011 8 28 2 26 58 5 8 112 -41.41568 176.5209 2646.43 740.7162 296.4778 389.94 388.9847 389.5173 NA 1780.3 1786.313 7.15 0 1116 321.43 49.26667 1.315 0.955 0.423 NA -6.013
2011 8 28 2 47 36 5 8 113 -42.51566 174.7469 9822.069 275.2931 320.6764 390.38 389.9947 390.1987 390.1171 1779.57 1789.747 7.18 0 64.65333 321.7 37.73333 1.752 0.385 0.181 0.263 -10.177
2011 8 28 3 8 55 5 8 0 -43.73426 172.1111 13710.71 147.8924 377.0988 389.56 NA 389.1309 389.489 1720.8 NA 7.04 1 3.130435 305.03 396.6522 0.929 NA 0.429 0.071 NA
2011 8 28 3 31 17.5 5 8 114 -45.27553 169.538 6440.319 445.5256 307.138 390.17 389.5486 389.95 391.6083 1782.2 1784.866 7.18 0 168.5714 321.09 51.28571 1.537 0.621 0.22 -1.438 -2.666
2011 8 28 3 54 24 5 8 114 -43.77447 172.0849 1475.619 855.2389 289.2714 388.71 NA 388.3227 390.0843 1778.5 NA 7.15 0 4640.667 321.2 37.93333 0.075 NA 0.387 -1.374 NA
2011 8 29 22 23 33 5 9 115 -43.76681 172.6254 3436.536 660.7963 299.7024 389.3 NA NA 389.8587 1778.48 NA 7.16 0 3792.667 321.4554 39.26667 0.636 NA NA -0.559 NA
2011 8 29 22 36 12 5 9 115 -45.18161 172.2416 9147.295 295.8651 316.368 391.28 391.1267 NA 391.557 1798.03 1810.346 7.26 0 152.1333 322.0354 65.46667 2.624 0.153 NA -0.277 -12.316
2011 8 29 22 50 1.5 5 9 115 -46.35224 170.7 12277.58 179.732 361.7337 388.86 388.1569 NA NA 1695.27 1698.111 6.95 1 3.6225 299.3554 435.125 0.213 0.703 NA NA -2.841
2011 8 29 23 4 51.5 5 9 116 -47.5643 168.9415 8082.073 339.4009 309.8912 389.55 388.7957 388.5164 389.3077 1776.89 1790.302 7.14 0 10.45 319.9554 56.28571 0.908 0.754 1.034 0.242 -13.412
2011 8 29 23 16 59.5 5 9 116 -48.28086 167.8425 2611.154 723.0317 288.4101 388.89 388.3564 388.2036 388.9609 1773.94 1772.193 7.14 0 2722 321.3954 37.42857 0.241 0.534 0.686 -0.071 1.747
2011 8 29 23 24 6.5 5 9 117 -48.5742 167.2949 155.9274 986.9399 278.0768 388.91 NA 388.4643 389.1714 1772.88 NA 7.1 0 6951.429 321.1154 33.57143 0.258 NA 0.446 -0.261 NA
2011 8 29 23 29 39 5 9 117 -48.84685 166.9405 1977.457 784.3401 283.0509 388.85 389.142 NA NA 1774.66 1777.641 7.16 0 1756 321.2754 37 0.195 -0.292 NA NA -2.981
2011 8 29 23 46 19 5 9 118 -49.79239 165.3603 8178.07 329.4192 307.3253 389.73 389.3193 389.1333 389.8715 1778.44 1788.403 7.25 0 17.72 321.5854 36.06667 1.067 0.411 0.597 -0.141 -9.963
2011 8 29 23 54 16.5 5 9 118 -50.46477 164.9162 5886.259 460.3694 298.0875 389.29 NA 388.6364 389.6516 1774.68 NA 7.14 0 299.7857 321.4754 41.35714 0.623 NA 0.654 -0.362 NA
2011 8 30 0 5 45.5 5 9 118 -51.349 164.7521 786.698 908.9419 278.3396 388.86 388.4183 388.3457 NA 1772.16 1768.71 7.14 0 4372.857 321.3954 33.14286 0.19 0.442 0.514 NA 3.45
2011 8 30 0 9 9.5 5 9 119 -51.58407 164.7074 160.3643 982.2636 278.3322 388.81 NA 388.5043 NA 1774.34 NA 7.21 0 4349.286 321.3554 34.14286 0.14 NA 0.306 NA NA
2011 8 30 0 29 52 5 9 119 -53.27104 164.3728 8064.384 329.3118 305.1374 389.35 389.0047 NA 389.8051 1775.17 1784.607 7.24 0 17.98 321.2754 34.2 0.68 0.345 NA -0.455 -9.437
2011 8 30 0 39 57 5 9 120 -54.25146 164.166 5417.923 484.9645 294.6471 389.13 388.31 NA NA 1770.61 1774.197 7.21 0 437.4348 321.5354 37.95652 0.46 0.82 NA NA -3.587
2011 8 30 0 49 58.5 5 9 120 -55.0307 164.0001 999.8383 877.8087 274.9805 389.29 388.3445 NA 388.473 1772.51 1772.877 7.16 0 4118.636 321.1854 34.95455 0.62 0.945 NA 0.817 -0.367
2011 8 30 0 53 41 5 9 121 -55.28707 164.0001 158.4392 976.3015 274.3712 388.81 NA 388.633 389.0734 1771.81 NA 7.18 0 4758.696 321.0154 33.91304 0.14 NA 0.177 -0.263 NA
2011 8 30 1 14 21 5 9 121 -57.05101 163.9995 7901.924 329.3475 303.658 389.7 389.02 389.2848 389.873 1775.05 1789.527 7.17 0 31.35652 320.8254 46.43478 1.028 0.68 0.415 -0.173 -14.477
2011 8 30 1 29 20.5 5 9 122 -58.40949 164.0003 2689.253 695.4453 277.2342 389.03 388.1482 NA NA 1772.41 1775.675 7.13 0 511.5909 321.1154 35.22727 0.355 0.882 NA NA -3.265
2011 8 30 1 37 31.5 5 9 123 -58.96987 164.0001 156.9891 969.4884 271.6566 389.41 NA 388.8755 389.1464 1772.47 NA 7.12 0 4841.364 321.1954 30.72727 0.734 NA 0.535 0.264 NA
2011 8 30 2 8 5.5 5 9 124 -61.63752 164.0011 4719.122 517.3166 279.5528 388.89 NA 388.5268 388.4717 1770.86 NA 7.15 0 142.0952 321.2054 36.95455 0.211 NA 0.363 0.418 NA
