year mon day hour min sec flt prof lat lon alt pressure theta co2 co2x co2qcls co2noaa co2ao2 strat h2oref n2oref co2mspo co2mqcls co2mx co2mnoaa co2mao2
2016 2 18 18 30 1.13 14 167 -58.69342 -53.53985 1716.231 803.7325 280.3554 398.9261 398.468 398.6023 398.468 398.8594 0 1623.397 323.2938 0.49 0.324 0.458 0.458 0.067
2016 2 18 18 39 54.93 14 167 -58.00043 -53.3456 162.6423 980.4247 275.7488 398.6671 398.2806 398.5215 398.2806 398.8236 0 4861.313 322.8268 0.24 0.146 0.387 0.387 -0.156
2016 2 18 18 48 46.98 14 168 -57.35629 -53.13665 3380.295 649.9356 289.8549 398.8663 398.6084 398.8538 398.6084 398.9733 0 1618.659 323.4967 0.45 0.013 0.258 0.258 -0.107
2016 2 18 19 6 5.18 14 168 -55.80427 -52.63355 7310.025 376.8408 301.0966 399.9418 NA NA NA NA 0 125.9059 322.2447 1.54 NA NA NA NA
2016 2 18 19 25 54.03 14 169 -54.19811 -52.15484 1989.938 787.7787 290.8709 NA 398.4826 398.7295 398.4826 399.0621 0 1868.943 323.0549 NA NA NA NA NA
2016 2 18 19 38 5.83 14 169 -53.39152 -51.92787 317.0762 969.0227 284.4404 398.8962 398.4869 NA 398.4869 398.9724 0 11339.52 322.49 0.5 NA 0.409 0.409 -0.076
2016 2 18 19 46 5.09 14 170 -52.83332 -51.77558 3354.617 663.5366 294.3684 NA 398.511 398.6928 398.511 398.5857 0 1452.04 323.3503 NA NA NA NA NA
2016 2 18 19 55 35.05 14 170 -52.02277 -51.56148 7446.481 379.7771 312.3094 400.3003 399.9034 399.7063 399.9034 400.4481 0 357.2625 322.543 1.9 0.594 0.397 0.397 -0.148
2016 2 18 20 19 51.14 14 170 -49.9822 -51.05438 1998.867 792.2549 290.628 NA 399.0675 NA 399.0675 399.2251 0 4920.655 323.0255 NA NA NA NA NA
2016 2 18 20 28 51.05 14 171 -49.36247 -50.92658 113.4475 998.315 283.9375 398.7568 398.127 398.4539 398.127 398.5343 0 9540.108 323.3647 0.37 0.303 0.63 0.63 0.223
2016 2 18 20 39 42.99 14 171 -49.19124 -51.67853 3352.365 668.726 301.1336 399.9617 399.4877 399.2812 399.4877 400.1103 0 841.1837 323.2794 1.57 0.68 0.474 0.474 -0.149
2016 2 18 20 49 29.17 14 172 -49.33944 -52.8004 7586.398 378.9604 321.3062 400.4696 400.0919 400.1345 400.0919 400.0678 0 722.6721 323.8469 2.09 0.335 0.378 0.378 0.402
2016 2 18 21 0 17.42 14 172 -49.49233 -54.07461 6295.532 451.7798 313.5691 399.7128 399.3507 399.3509 399.3507 399.9243 0 1417.856 322.4822 1.33 0.362 0.362 0.362 -0.212
2016 2 18 21 16 28.25 14 173 -49.69128 -55.96 1959.524 795.0888 292.3793 NA 398.691 398.951 398.691 399.0077 0 3331.775 322.7826 NA NA NA NA NA
2016 2 18 21 28 22.06 14 173 -49.80685 -57.1882 46.93581 1001.529 283.5321 398.468 397.9271 398.2257 397.9271 398.3154 0 11122.78 322.7473 0.09 0.242 0.541 0.541 0.153
2016 2 18 21 33 31.23 14 174 -49.84479 -57.71635 1549.806 835.0457 289.9938 399.185 398.7148 398.8851 398.7148 399.209 0 4811.081 323.2437 0.81 0.3 0.47 0.47 -0.024
2016 2 18 21 37 29.82 14 174 -49.87865 -58.16782 3353.345 664.422 297.0815 399.3543 398.8846 NA 398.8846 399.2042 0 1613.424 323.2735 0.98 NA 0.47 0.47 0.15
2016 2 18 21 46 13.25 14 174 -49.95134 -59.223 7314.657 387.6325 316.2499 400.5891 400.2111 400.3584 400.2111 400.5625 0 619.5959 322.814 2.22 0.231 0.378 0.378 0.027
2016 2 18 21 53 14.07 14 174 -49.99556 -60.23843 10335.15 247.13 330.5264 399.4937 398.837 NA 398.837 398.9464 0 39.3113 323.179 1.12 NA 0.657 0.657 0.547
2016 2 18 22 13 52.07 14 174 -49.87614 -63.9806 12421.35 178.3847 364.4531 397.8306 397.6984 397.3828 397.6984 398.2898 1 3.756699 291.6971 -0.53 0.448 0.132 0.132 -0.459
2016 2 18 22 32 52.04 14 0 -50.67226 -67.0992 12407.65 178.436 362.4198 398.6871 398.4747 398.2217 398.4747 399.0835 1 4.615451 300.3895 0.33 0.465 0.212 0.212 -0.396
2016 2 18 22 49 56.7 14 0 -51.88547 -69.58062 12294.29 181.4248 357.9829 399.0854 398.9274 NA 398.9274 NA 1 5.489417 302.6628 0.73 NA 0.158 0.158 NA
2016 2 24 14 40 7.43 17 180 -53.6141 -70.26207 5071.983 522.6839 306.1171 400.141 399.9156 NA 399.9156 399.3936 0 267.4334 322.1234 2 NA 0.225 0.225 0.747
2016 2 24 14 45 50.27 17 180 -54.13222 -69.66463 8013.681 345.2508 317.6148 401.0771 400.4217 NA 400.4217 400.1089 0 124.0832 322.8549 2.93 NA 0.655 0.655 0.968
2016 2 24 15 40 58.58 17 180 -60.47485 -69.04194 12119.29 178.4407 370.4637 398.2688 397.9825 NA 397.9825 398.0754 1 3.828187 290.9757 0.12 NA 0.286 0.286 0.193
2016 2 24 15 56 41.52 17 0 -62.34855 -69.21884 11286.31 201.7009 358.5812 397.97 398.0494 NA 398.0494 398.2086 1 4.200449 293.5039 -0.18 NA -0.079 -0.079 -0.239
2016 2 24 16 26 42.84 17 181 -65.78125 -69.60853 7975.803 330.2676 313.3849 400.7285 400.3594 NA 400.3594 400.9477 0 71.36874 320.2665 2.6 NA 0.369 0.369 -0.219
2016 2 24 16 31 45.11 17 181 -66.39468 -69.68937 6681.274 400.0736 306.87 399.8223 399.6788 NA 399.6788 400.3337 0 112.4485 321.4202 1.69 NA 0.143 0.143 -0.511
2016 2 24 16 37 8.07 17 181 -67.00227 -69.77353 4611.313 536.0422 296.0446 399.4439 399.0244 NA 399.0244 400.1446 0 262.1009 322.2695 1.32 NA 0.419 0.419 -0.701
2016 2 24 16 45 31.93 17 181 -67.70945 -69.877 2216.936 739.661 282.2034 399.0256 398.4455 NA 398.4455 399.5221 0 2420.834 322.9429 0.91 NA 0.58 0.58 -0.497
2016 2 24 17 1 9.93 17 181 -68.33645 -70.16246 183.7764 962.8444 271.2328 398.0298 NA NA NA 399.2128 0 3234.777 322.982 -0.08 NA NA NA -1.183
2016 2 24 17 12 6.04 17 182 -67.53214 -70.63899 1476.262 815.0918 277.9284 398.7667 398.2283 NA 398.2283 399.6949 0 2386.789 323.1673 0.64 NA 0.538 0.538 -0.928
2016 2 24 17 24 50.07 17 183 -66.58996 -71.11037 170.8648 965.6489 269.561 398.1194 397.8792 NA 397.8792 399.0957 0 3288.938 322.9687 -0.02 NA 0.24 0.24 -0.976
2016 2 24 17 31 30.19 17 184 -66.06697 -71.35844 2771.782 688.1649 286.1318 399.6829 399.5261 NA 399.5261 399.8494 0 115.8901 322.5617 1.54 NA 0.157 0.157 -0.166
2016 2 24 17 44 39.2 17 184 -64.77421 -71.92915 6842.617 393.4194 307.0707 399.5734 399.2871 NA 399.2871 NA 0 79.97682 321.1317 1.41 NA 0.286 0.286 NA
2016 2 24 18 1 31.14 17 185 -63.18873 -72.55809 1722.001 795.5544 279.5807 398.5875 NA NA NA 399.4271 0 790.6537 322.5451 0.41 NA NA NA -0.84
2016 2 24 18 13 14 17 185 -62.32683 -72.85531 172.3285 972.5261 273.8164 NA 398.0178 NA 398.0178 399.1406 0 3672.26 322.1951 NA NA NA NA NA
2016 2 24 18 19 46.22 17 186 -61.8236 -73.00699 2754.428 697.2798 288.8589 399.5933 399.1413 NA 399.1413 399.5893 0 1091.995 322.05 1.4 NA 0.452 0.452 0.004
2016 2 24 18 28 35.95 17 186 -60.96772 -73.25345 6759.228 406.2701 311.5435 400.2406 400.06 NA 400.06 400.2171 0 243.8247 322.3164 2.05 NA 0.181 0.181 0.023
2016 2 24 18 52 20 17 186 -58.73784 -73.96778 1684.067 805.6435 280.7618 398.9958 398.65 NA 398.65 398.7547 0 2750.64 322.5067 0.79 NA 0.346 0.346 0.241
2016 2 24 19 3 19.99 17 187 -57.99363 -74.1767 173.8679 976.2213 277.4205 398.7667 NA NA NA 398.0154 0 5089.212 322.3783 0.56 NA NA NA 0.751
2016 2 24 19 10 17.94 17 188 -57.50789 -74.27001 2712.166 707.4436 292.7046 399.8522 399.4253 NA 399.4253 399.2341 0 1688.101 322.5983 1.65 NA 0.427 0.427 0.618
2016 2 24 19 19 35.97 17 188 -56.66286 -74.43423 7005.152 400.0025 317.105 400.7186 400.5139 NA 400.5139 400.2653 0 292.9512 323.4076 2.52 NA 0.205 0.205 0.453
2016 2 24 19 46 6.11 17 188 -54.34397 -75.09116 1621.178 817.2747 285.6144 399.4738 398.826 NA 398.826 398.7951 0 5253.758 322.4144 1.29 NA 0.648 0.648 0.679
2016 2 24 19 56 58.99 17 189 -53.66607 -75.25743 325.0366 961.4079 280.5917 398.7767 398.893 NA 398.893 399.0509 0 7540.706 322.3704 0.6 NA -0.116 -0.116 -0.274
2016 2 24 20 3 26.09 17 190 -53.2393 -75.34775 2749.354 710.1823 295.9968 NA NA NA NA 399.692 0 6065.132 322.8977 NA NA NA NA NA
2016 2 24 20 13 31.19 17 190 -52.36305 -75.52738 7212.311 396.4239 321.4407 401.0571 400.7039 NA 400.7039 400.8076 0 1516.103 322.1741 2.9 NA 0.353 0.353 0.25
2016 2 24 20 36 26.23 17 190 -50.35097 -75.9199 1810.899 806.2275 288.5161 399.7626 399.4037 NA 399.4037 399.8673 0 5672.725 321.8277 1.62 NA 0.359 0.359 -0.105
2016 2 24 20 46 1.06 17 0 -49.76514 -76.02771 332.3411 968.8932 282.3659 399.0057 398.5751 NA 398.5751 398.7681 0 9392.475 321.1703 0.87 NA 0.431 0.431 0.238
2016 2 24 20 53 26.11 17 192 -49.63371 -76.07372 2662.104 726.3115 295.3362 400.3103 399.9401 NA 399.9401 400.0385 0 5625.966 321.4917 2.18 NA 0.37 0.37 0.272
2016 2 24 21 25 14.95 17 192 -51.69995 -72.34632 11880.83 196.6202 346.8876 400.7584 400.305 NA 400.305 400.6574 1 12.85767 316.4916 2.64 NA 0.453 0.453 0.101
2016 2 24 21 34 16.85 17 193 -52.53797 -71.08774 5747.127 483.0565 312.1379 400.4995 400.2191 NA 400.2191 400.5139 0 1988.37 321.6262 2.38 NA 0.28 0.28 -0.014
2016 2 25 16 38 41.3 18 194 -53.58038 -70.41967 5800.679 468.8999 304.3094 400.4497 399.7514 NA 399.7514 400.4518 0 579.1454 322.7672 1.76 NA 0.698 0.698 -0.002
2016 2 25 16 45 17.29 18 194 -54.19747 -69.59318 8806.561 304.5821 318.0384 400.5194 400.084 NA 400.084 400.8778 0 73.9993 320.1848 1.83 NA 0.435 0.435 -0.358
2016 2 25 17 0 19.6 18 194 -55.72402 -67.51928 12259.98 178.5452 363.0599 398.8066 NA NA NA 398.8586 1 3.716264 295.4539 0.12 NA NA NA -0.052
2016 2 25 17 32 34.08 18 0 -58.56362 -62.29906 6025.071 447.549 305.3404 399.7526 399.6856 NA 399.6856 399.8628 0 250.5081 320.7286 1.05 NA 0.067 0.067 -0.11
2016 2 25 17 45 57.36 18 195 -59.61915 -60.02471 7763.367 345.9444 308.3218 399.4439 399.3875 NA 399.3875 NA 0 112.5886 323.0943 0.73 NA 0.056 0.056 NA
2016 2 25 17 52 45.42 18 195 -60.08061 -58.95527 5889.627 452.9979 303.7041 400.0315 399.5124 NA 399.5124 399.8554 0 511.6454 322.2044 1.32 NA 0.519 0.519 0.176
2016 2 25 18 2 33.25 18 195 -60.58292 -57.73263 3202.283 652.7104 288.5777 399.4738 NA NA NA 399.2824 0 1480.385 322.132 0.75 NA NA NA 0.191
2016 2 25 18 8 56.24 18 195 -60.8686 -57.00639 1674.155 797.9728 280.6293 NA 398.0521 NA 398.0521 398.2691 0 3386.781 322.3454 NA NA NA NA NA
2016 2 25 18 22 53.18 18 195 -61.01515 -56.25332 314.9161 948.2663 274.334 398.6173 397.9853 NA 397.9853 398.4399 0 4655.072 322.996 -0.13 NA 0.632 0.632 0.177
2016 2 25 18 33 16.25 18 196 -60.32405 -57.14626 1486.603 817.7275 279.7998 398.1493 397.4583 NA 397.4583 398.1316 0 3527.511 323.0421 -0.6 NA 0.691 0.691 0.018
2016 2 25 18 44 57.26 18 197 -59.56536 -58.09808 336.5126 948.3138 276.0971 398.1194 397.5972 NA 397.5972 398.1009 0 4474.692 322.9971 -0.65 NA 0.522 0.522 0.018
2016 2 25 18 49 47.5 18 198 -59.25416 -58.47517 1495.045 818.6162 279.0795 398.3385 397.8589 NA 397.8589 398.3342 0 3098.997 323.0989 -0.43 NA 0.48 0.48 0.004
2016 2 25 19 1 0.3 18 199 -58.57462 -59.35104 164.5894 970.5091 274.9795 398.1692 397.6244 NA 397.6244 NA 0 5460.952 322.7883 -0.61 NA 0.545 0.545 NA
2016 2 25 19 7 47.31 18 200 -58.1589 -59.83453 1472.323 821.9673 279.3812 398.6373 398.0116 NA 398.0116 398.2309 0 2912.329 323.0707 -0.16 NA 0.626 0.626 0.406
2016 2 25 19 16 51.33 18 201 -57.60986 -60.34713 112.3857 978.4318 274.1581 399.0456 398.1397 NA 398.1397 398.8196 0 5177.759 322.693 0.23 NA 0.906 0.906 0.226
2016 2 25 19 26 6.47 18 202 -57.06771 -60.92572 1179.482 854.6184 276.1807 398.7468 398.3603 NA 398.3603 398.5893 0 2853.003 322.4778 -0.08 NA 0.387 0.387 0.158
2016 2 25 19 35 26.25 18 204 -56.68463 -61.6961 110.1048 980.2526 275.292 398.8165 398.3813 NA 398.3813 398.7104 0 3919.69 321.6865 -0.03 NA 0.435 0.435 0.106
2016 2 25 19 39 31.85 18 204 -56.58745 -62.16608 1688.482 801.7551 281.6248 399.6032 399.0874 NA 399.0874 399.5197 0 1212.908 320.8439 0.75 NA 0.516 0.516 0.084
2016 2 25 19 44 7.72 18 204 -56.4602 -62.7597 4305.644 570.5726 302.2416 400.0414 399.8265 NA 399.8265 400.0775 0 79.23663 320.9966 1.18 NA 0.215 0.215 -0.036
2016 2 25 19 48 46.52 18 204 -56.31317 -63.42623 7015.09 394.4582 313.0741 400.7484 400.2231 NA 400.2231 400.7017 0 242.7937 322.431 1.88 NA 0.525 0.525 0.047
2016 2 25 20 18 48.28 18 204 -54.82048 -68.88232 7079.147 393.3021 312.1398 400.8879 400.5513 NA 400.5513 401.0153 0 283.6315 322.7339 2.02 NA 0.337 0.337 -0.127
2016 2 25 20 27 34.95 18 205 -54.07972 -69.56089 4467.484 563.7483 301.8549 399.8622 399.5412 NA 399.5412 400.0206 0 629.902 321.9439 1.01 NA 0.321 0.321 -0.158
2016 2 29 14 4 17.65 19 206 -52.33628 -71.70739 5880.316 484.8713 313.4222 400.38 400.1574 NA 400.1574 400.1046 0 975.322 322.8003 1.14 NA 0.223 0.223 0.275
2016 2 29 14 8 36.8 19 206 -51.94384 -72.19383 7899.806 367.576 322.4315 400.6688 400.3745 NA 400.3745 401.2937 0 103.9063 322.2355 1.43 NA 0.294 0.294 -0.625
2016 2 29 14 23 16.25 19 0 -50.3426 -73.79384 12272.36 190.1618 335.1186 400.7186 400.3454 NA 400.3454 NA 0 24.11743 322.6868 1.49 NA 0.373 0.373 NA
2016 2 29 14 44 55.09 19 0 -47.96913 -75.96506 12431.96 187.466 336.5308 400.6688 400.5417 NA 400.5417 400.3826 0 26.39506 321.283 1.44 NA 0.127 0.127 0.286
2016 2 29 14 54 0.96 19 0 -46.75935 -76.01643 11110.98 233.1292 333.4736 400.8879 400.4998 NA 400.4998 400.3959 0 80.33355 320.894 1.67 NA 0.388 0.388 0.492
2016 2 29 15 0 51.2 19 207 -45.83676 -76.01691 7927.369 372.4174 324.2754 NA 400.5456 NA 400.5456 400.4626 0 59.87438 321.6469 NA NA NA NA NA
2016 2 29 15 6 56.36 19 207 -45.1371 -76.01717 5057.92 548.1603 312.8641 400.5592 400.1096 NA 400.1096 400.4848 0 2146.83 322.2211 1.34 NA 0.45 0.45 0.074
2016 2 29 15 13 38.1 19 207 -44.52076 -76.01667 1918.497 810.6632 296.3263 400.4497 399.9402 NA 399.9402 400.9047 0 7148.846 321.4886 1.23 NA 0.51 0.51 -0.455
2016 2 29 15 21 29.01 19 207 -43.94704 -76.01668 158.0996 1003.145 284.4596 398.9161 398.476 NA 398.476 398.6344 0 9932.888 322.0723 -0.3 NA 0.44 0.44 0.282
2016 2 29 15 26 19.22 19 208 -43.5957 -76.01667 1215.107 883.315 292.6451 399.8821 399.4145 NA 399.4145 399.6876 0 2708.688 322.8824 0.66 NA 0.468 0.468 0.195
2016 2 29 15 29 9.66 19 208 -43.37262 -76.01666 2538.296 752.2593 301.3387 400.5194 400.1931 NA 400.1931 401.3229 0 6425.466 323.2321 1.3 NA 0.326 0.326 -0.803
2016 2 29 15 31 51.17 19 208 -43.14517 -76.01667 3805.037 642.7664 306.4112 400.5792 400.2951 NA 400.2951 401.1923 0 3682.843 323.3477 1.36 NA 0.284 0.284 -0.613
2016 2 29 15 34 29.38 19 208 -42.91051 -76.01666 5046.572 548.8073 313.3056 400.7285 400.4278 NA 400.4278 400.7251 0 1154.82 323.5358 1.51 NA 0.301 0.301 0.003
2016 2 29 15 39 58.5 19 208 -42.38153 -76.01661 6283.769 466.6122 317.9252 400.7285 NA NA NA NA 0 177.2907 322.7275 1.51 NA NA NA NA
2016 2 29 15 46 34.61 19 209 -41.73806 -76.0164 4735.909 571.9361 310.5135 400.7484 400.3244 NA 400.3244 400.2664 0 879.9202 322.87 1.53 NA 0.424 0.424 0.482
2016 2 29 15 51 13.95 19 209 -41.32656 -76.01665 2547.009 752.2848 301.6824 400.7285 400.2887 NA 400.2887 400.1855 0 5884.016 322.5401 1.51 NA 0.44 0.44 0.543
2016 2 29 15 58 57.26 19 209 -40.7297 -76.01657 161.3016 1002.715 285.7359 399.0456 398.5613 NA 398.5613 398.6027 0 9748.488 322.5394 -0.17 NA 0.484 0.484 0.443
2016 2 29 16 9 33.33 19 210 -39.89948 -76.01661 3154.974 698.6712 307.0294 400.9078 400.5057 NA 400.5057 399.8386 0 4435.463 322.3924 1.68 NA 0.402 0.402 1.069
2016 2 29 16 14 53.75 19 210 -39.41473 -76.0166 5692.209 507.141 317.2134 400.6489 400.3056 NA 400.3056 401.2206 0 870.5629 322.3067 1.41 NA 0.343 0.343 -0.572
2016 2 29 16 21 50.63 19 211 -38.70031 -76.01671 8802.051 333.1842 331.3495 400.8679 400.4842 NA 400.4842 401.1332 0 225.5125 322.6216 1.62 NA 0.384 0.384 -0.265
2016 2 29 16 27 15.75 19 211 -38.13339 -76.01688 6451.586 460.1401 321.309 401.097 400.7031 NA 400.7031 NA 0 1238.461 322.2637 1.84 NA 0.394 0.394 NA
2016 2 29 16 34 3.7 19 211 -37.52763 -76.01666 3213.513 695.55 308.8877 401.0671 400.6102 NA 400.6102 400.7373 0 4873.654 322.2582 1.8 NA 0.457 0.457 0.33
2016 2 29 16 46 13.39 19 211 -36.60518 -76.01668 157.3847 1000.915 287.6952 398.3684 397.9459 NA 397.9459 398.3339 0 11949.22 322.206 -0.91 NA 0.423 0.423 0.034
2016 2 29 16 51 31.6 19 212 -36.211 -76.00563 2220.79 783.9586 306.5224 400.8879 400.4762 NA 400.4762 401.2752 0 4464.15 322.4592 1.6 NA 0.412 0.412 -0.387
2016 2 29 16 56 20.81 19 212 -35.94436 -75.60365 4549.287 590.5733 315.5449 401.2663 400.9019 NA 400.9019 401.6037 0 2937.979 323.0886 1.97 NA 0.364 0.364 -0.337
2016 2 29 17 2 8.75 19 212 -35.56978 -74.91931 7336.523 411.3295 325.7719 401.7442 401.3336 NA 401.3336 402.5454 0 1163.318 323.9091 2.45 NA 0.411 0.411 -0.801
2016 2 29 17 11 21.28 19 212 -34.86871 -73.67213 11688.3 219.3408 339.244 400.9078 400.6157 NA 400.6157 400.8846 0 30.04246 320.8855 1.63 NA 0.292 0.292 0.023
2016 2 29 17 16 48.16 19 212 -34.44307 -72.93494 12661.41 187.421 345.9985 401.4057 401.4466 NA 401.4466 NA 0 28.43368 322.8584 2.14 NA -0.041 -0.041 NA
2016 2 29 18 26 53.62 19 0 -25.5826 -71.00313 12901.37 187.2761 355.1762 401.9932 401.9962 NA 401.9962 402.1963 0 17.33873 323.3686 2.83 NA -0.003 -0.003 -0.203
2016 2 29 18 58 4.6 19 0 -21.48123 -70.7471 12081.83 214.9627 349.8673 402.4512 402.2461 NA 402.2461 402.1433 0 32.89223 324.0399 3.3 NA 0.205 0.205 0.308
2016 2 29 19 8 22.74 19 213 -20.14674 -70.69874 6944.723 440.8564 334.3146 402.3915 402.0745 NA 402.0745 402.1821 0 510.2528 323.8038 3.24 NA 0.317 0.317 0.209
