year mon day hour min sec flt prof lat lon alt pressure theta co2 co2x co2qcls co2noaa co2ao2 strat h2oref n2oref co2mspo co2mqcls co2mx co2mnoaa co2mao2
2016 1 18 19 28 50.93 2 51 -57.75932 -57.99075 5337.928 494.8781 301.4506 399.6032 399.4507 399.4579 399.4507 399.6165 0 171.0341 321.1051 0.99 0.145 0.153 0.153 -0.013
2016 1 18 19 33 35.35 2 52 -57.42468 -58.4773 4061.817 590.439 296.5808 399.653 399.4246 399.3996 399.4246 399.6879 0 426.9503 321.3476 1.04 0.253 0.228 0.228 -0.035
2016 1 18 19 54 29.95 2 52 -56.15763 -60.22133 4053.496 594.734 298.1888 399.3144 399.0689 NA 399.0689 399.4361 0 2606.464 322.4131 0.7 NA 0.245 0.245 -0.122
2016 1 18 20 6 4.01 2 53 -55.34647 -61.26301 2389.277 742.4554 289.9906 398.9559 398.6619 NA 398.6619 398.8014 0 3069.748 321.5215 0.34 NA 0.294 0.294 0.154
2016 1 18 20 12 7.1 2 54 -54.99373 -61.69963 192.4092 979.736 276.874 398.2688 397.9984 398.1243 397.9984 398.4114 0 7344.256 321.7943 -0.35 0.144 0.27 0.27 -0.143
2016 1 18 20 15 29.32 2 55 -54.79805 -61.93774 1454.232 837.5218 283.9578 398.9161 398.5934 398.933 398.5934 398.8161 0 4961.959 322.0408 0.3 -0.017 0.323 0.323 0.1
2016 1 18 20 19 39.51 2 55 -54.52982 -62.25938 3339.032 659.3258 296.7178 398.9659 398.723 399.0493 398.723 398.9215 0 3287.35 322.0511 0.35 -0.083 0.243 0.243 0.044
2016 1 18 20 23 30.78 2 55 -54.28523 -62.54847 5103.466 523.1076 305.1647 399.8721 399.6321 NA 399.6321 399.5448 0 494.2476 321.8348 1.26 NA 0.24 0.24 0.327
2016 1 18 20 32 40.12 2 55 -53.67793 -63.2489 6291.793 446.3691 310.021 399.8124 399.6637 399.7255 399.6637 399.9033 0 338.0533 320.9442 1.2 0.087 0.149 0.149 -0.091
2016 1 18 20 38 44.05 2 55 -53.08202 -63.91159 8947.807 305.7997 319.6749 400.2705 400.1001 400.0482 400.1001 400.3248 0 71.04433 321.688 1.65 0.222 0.17 0.17 -0.054
2016 1 18 21 18 22.77 2 0 -51.95103 -69.66905 7419.451 388.2985 313.7702 NA 400.5512 400.5019 400.5512 400.6319 0 570.3633 323.4963 NA NA NA NA NA
2016 1 21 14 56 29.2 3 0 -53.18616 -70.65247 2952.671 702.3335 300.8725 400.5094 400.1123 400.872 400.1123 NA 0 7716.381 323.3339 1.81 -0.363 0.397 0.397 NA
2016 1 21 15 27 46.57 3 57 -56.54307 -71.84381 12453.42 178.3485 362.4645 NA 400.5481 400.3409 400.5481 400.8345 0 79.89763 320.1208 NA NA NA NA NA
2016 1 21 15 45 16.56 3 0 -58.38241 -73.50922 7459.52 371.0257 311.5536 399.902 399.5868 399.2311 399.5868 400.0241 0 68.65678 317.6133 1.2 0.671 0.315 0.315 -0.122
2016 1 21 16 54 55.4 3 60 -66.32534 -81.26824 12014.5 178.3464 376.6044 394.9523 394.7618 NA 394.7618 394.865 1 2.924041 249.7836 -3.75 NA 0.19 0.19 0.087
2016 1 21 17 2 38.57 3 60 -67.21547 -82.40563 9866.648 246.3365 340.7682 398.1194 NA 397.5719 NA 398.106 1 5.82599 299.7999 -0.59 0.547 NA NA 0.013
2016 1 21 17 9 30.71 3 60 -67.91739 -83.3711 6761.881 393.2829 300.3612 399.7725 399.5173 398.9045 399.5173 399.7362 0 147.9128 322.4109 1.07 0.868 0.255 0.255 0.036
2016 1 21 17 14 57.44 3 60 -68.35472 -83.83672 4358.855 554.4331 293.7577 399.3244 398.9621 398.7378 398.9621 399.1564 0 993.1975 323.5318 0.62 0.587 0.362 0.362 0.168
2016 1 21 17 20 34.04 3 60 -68.76986 -84.18364 1874.642 772.1334 282.405 NA 398.3689 NA 398.3689 398.6226 0 3098.682 323.0651 NA NA NA NA NA
2016 1 21 17 28 12.05 3 60 -68.93115 -85.02773 166.2613 959.8297 274.0863 397.8505 397.4502 NA 397.4502 398.131 0 5200.296 323.689 -0.86 NA 0.4 0.4 -0.28
2016 1 21 17 35 27.03 3 61 -68.44449 -85.2874 1475.67 812.7949 281.1557 398.6173 398.2704 NA 398.2704 398.8845 0 3524.691 323.1983 -0.09 NA 0.347 0.347 -0.267
2016 1 21 17 42 17.03 3 62 -67.98451 -85.51479 144.7717 963.905 274.5344 398.219 397.786 397.9466 397.786 398.3419 0 5722.611 323.2227 -0.49 0.272 0.433 0.433 -0.123
2016 1 21 17 48 27.11 3 63 -67.55982 -85.71672 1474.439 814.4979 280.9299 398.8364 398.4375 NA 398.4375 398.9907 0 3383.709 322.9693 0.13 NA 0.399 0.399 -0.154
2016 1 21 17 54 50.13 3 64 -67.11982 -85.91829 303.1347 946.0582 275.7707 398.5875 398.146 NA 398.146 398.5087 0 5841.845 322.982 -0.12 NA 0.441 0.441 0.079
2016 1 21 18 2 7.16 3 65 -66.61817 -86.13924 1476.661 815.0875 280.4812 398.6771 NA 398.421 NA 398.6943 0 3943.285 323.2903 -0.03 0.256 NA NA -0.017
2016 1 21 18 14 40.12 3 66 -65.75432 -86.49934 1478.645 816.4238 280.3598 398.8364 398.4053 398.5797 398.4053 398.6524 0 3181.836 323.2532 0.13 0.257 0.431 0.431 0.184
2016 1 21 18 20 41.24 3 68 -65.33021 -86.66721 335.4614 944.6019 276.0084 398.3584 398.1252 NA 398.1252 NA 0 5809.401 323.3027 -0.35 NA 0.233 0.233 NA
2016 1 21 18 41 27.27 3 69 -63.54745 -87.31814 7101.717 376.6028 302.4005 399.8422 399.5474 399.3114 399.5474 399.7119 0 82.02599 321.8844 1.13 0.531 0.295 0.295 0.13
2016 1 21 19 0 44.01 3 70 -62.0522 -87.89264 164.8659 971.2791 276.9802 398.0796 NA 397.7656 NA 397.7281 0 6506.433 323.1848 -0.63 0.314 NA NA 0.352
2016 1 21 19 15 16.93 3 72 -61.07158 -88.72574 5681.879 467.5605 296.1574 NA 399.3266 399.3731 399.3266 399.345 0 323.3267 322.9895 NA NA NA NA NA
2016 1 21 19 32 27.04 3 72 -60.04141 -90.21045 159.8994 978.7189 278.3002 397.8804 397.4974 397.4254 397.4974 397.7612 0 6781.699 322.4843 -0.83 0.455 0.383 0.383 0.119
2016 1 21 19 38 31.91 3 73 -59.69595 -90.62562 2254.475 751.8333 284.9769 NA 398.2197 398.268 398.2197 398.3658 0 3054.34 322.4531 NA NA NA NA NA
2016 1 21 19 45 51.92 3 73 -59.1399 -90.9113 5492.279 484.7923 293.3844 399.4837 399.1417 399.1152 399.1417 NA 0 511.0985 322.8833 0.77 0.368 0.342 0.342 NA
2016 1 21 19 53 10.09 3 73 -58.45588 -90.7905 7229.047 376.557 302.2981 399.8124 399.5689 NA 399.5689 400.0311 0 63.3894 320.257 1.1 NA 0.244 0.244 -0.219
2016 1 21 20 20 59.01 3 0 -55.86444 -90.1845 4436.275 570.4385 294.1841 399.3443 399.1319 NA 399.1319 398.9085 0 404.9037 322.2147 0.63 NA 0.212 0.212 0.436
2016 1 21 20 32 49.8 3 74 -54.99037 -89.99731 156.4918 991.3177 280.9613 398.4779 398.1849 398.2831 398.1849 398.3739 0 9542.572 322.033 -0.23 0.195 0.293 0.293 0.104
2016 1 21 20 38 26.85 3 75 -54.95953 -89.99145 1045.661 888.8063 283.1267 398.6074 398.236 398.2606 398.236 398.5441 0 5421.572 322.1326 -0.1 0.347 0.371 0.371 0.063
2016 1 21 20 42 27.47 3 75 -55.22782 -90.08929 2381.384 750.3954 287.6012 398.7866 398.5447 398.6364 398.5447 398.6356 0 1773.664 322.7977 0.08 0.15 0.242 0.242 0.151
2016 1 21 20 47 12.15 3 75 -55.61967 -90.24492 4482.154 567.9788 295.1523 399.3344 399.2088 399.243 399.2088 399.2287 0 246.2761 322.3428 0.62 0.091 0.126 0.126 0.106
2016 1 21 20 53 45.05 3 75 -56.29133 -90.51947 7364.511 376.0284 305.0792 399.3941 399.2494 NA 399.2494 399.3733 0 86.88793 322.0814 0.68 NA 0.145 0.145 0.021
2016 1 21 21 1 1.64 3 75 -57.16295 -90.89213 10619.37 228.6219 345.7821 398.458 NA 398.139 NA 398.7217 1 7.700699 303.3526 -0.25 0.319 NA NA -0.264
2016 1 21 21 8 19.57 3 75 -58.06733 -91.29831 12175.81 178.6365 372.6935 395.5399 395.4684 395.2911 395.4684 395.8843 1 2.936881 266.1034 -3.17 0.249 0.072 0.072 -0.344
2016 1 21 21 24 41.53 3 0 -57.63332 -88.0231 12225.86 178.3291 372.1147 398.3584 398.1452 NA 398.1452 398.6349 1 3.915634 290.6049 -0.35 NA 0.213 0.213 -0.276
2016 1 23 15 18 17.36 4 0 -52.68917 -71.16778 2385.769 703.3206 300.0054 400.3999 400.0995 NA 400.0995 399.7928 0 7453.623 322.8826 1.61 NA 0.3 0.3 0.607
2016 1 23 15 26 23.18 4 77 -52.13462 -71.90443 5367.071 468.3672 313.5602 399.9617 399.8371 399.9135 399.8371 399.3914 0 313.4561 322.2036 1.16 0.048 0.125 0.125 0.57
2016 1 23 15 46 32.11 4 77 -50.74159 -73.74978 12348.87 179.1334 360.8191 398.1393 397.9117 397.7788 397.9117 398.1053 1 5.297287 296.2982 -0.68 0.361 0.228 0.228 0.034
2016 1 23 16 3 49.12 4 0 -49.37356 -75.43023 12471.23 178.4657 357.0108 398.0895 397.9541 397.79 397.9541 NA 1 5.378902 296.5918 -0.75 0.299 0.135 0.135 NA
2016 1 23 16 28 22.46 4 0 -47.40025 -77.15201 6009.131 471.9312 315.3394 400.0812 399.9234 399.579 399.9234 400.5228 0 169.0004 322.5453 1.27 0.502 0.158 0.158 -0.442
2016 1 23 16 33 2.46 4 78 -47.03962 -77.24085 3831.669 627.2125 307.8773 399.6331 NA 399.0741 NA 400.0563 0 98.46837 321.1432 0.83 0.559 NA NA -0.423
2016 1 23 16 36 28.04 4 78 -46.81028 -77.3364 2232.467 766.1663 297.6967 400.151 399.8609 NA 399.8609 400.5112 0 6462.503 321.2022 1.35 NA 0.29 0.29 -0.36
2016 1 23 16 42 46.8 4 78 -46.47053 -77.67275 161.8671 985.6074 287.0836 399.1252 398.766 NA 398.766 399.5432 0 11358.03 321.6121 0.34 NA 0.359 0.359 -0.418
2016 1 23 17 2 31.96 4 79 -45.13515 -78.53411 7741.999 376.6454 327.9064 400.7385 400.5789 400.7182 400.5789 401.1529 0 901.7787 322.4088 1.97 0.02 0.16 0.16 -0.414
2016 1 23 17 20 59.14 4 80 -43.65977 -78.67101 317.4608 972.6629 288.1067 399.7028 399.3749 NA 399.3749 399.7383 0 15355.29 322.0795 0.94 NA 0.328 0.328 -0.035
2016 1 23 17 40 17.13 4 81 -42.0938 -78.80871 7842.769 377.0479 328.5217 400.9874 400.6931 400.6788 400.6931 401.1994 0 1537.721 323.2772 2.22 0.309 0.294 0.294 -0.212
2016 1 23 18 5 9.32 4 0 -39.99407 -78.98262 160.5288 995.1186 288.8105 399.7028 399.4103 NA 399.4103 399.7044 0 12170.33 322.2439 0.94 NA 0.293 0.293 -0.002
2016 1 23 18 26 40.28 4 83 -38.20475 -79.15618 7841.548 376.8231 322.8628 400.4099 400.3124 400.167 400.3124 NA 0 172.9709 320.732 1.64 0.243 0.097 0.097 NA
2016 1 23 18 30 37.08 4 84 -37.83046 -79.22704 6669.514 442.5867 319.5743 400.5592 NA 400.1972 NA NA 0 377.1329 321.7628 1.78 0.362 NA NA NA
2016 1 23 18 34 18.2 4 84 -37.49801 -79.28936 4909.749 557.0631 314.0036 400.6987 400.5109 400.3261 400.5109 NA 0 590.6564 322.1977 1.92 0.373 0.188 0.188 NA
2016 1 23 18 39 32.65 4 84 -37.05894 -79.37144 2422.745 759.1917 303.827 400.2804 399.9226 399.7408 399.9226 400.1635 0 1947.687 321.8195 1.5 0.54 0.358 0.358 0.117
2016 1 23 18 45 46.25 4 84 -36.59128 -79.45728 165.2718 995.5872 289.8838 399.912 399.5397 399.5868 399.5397 399.7712 0 14765.39 321.6578 1.13 0.325 0.372 0.372 0.141
2016 1 23 18 51 3.94 4 85 -36.20461 -79.52751 1778.724 821.0377 295.5841 399.8223 399.5192 NA 399.5192 399.8819 0 11354.55 322.04 1.04 NA 0.303 0.303 -0.06
2016 1 23 18 54 32.36 4 85 -35.9344 -79.57608 3414.828 672.1468 307.1931 400.5493 400.3089 NA 400.3089 400.5552 0 879.8121 NaN 1.76 NA 0.24 0.24 -0.006
2016 1 23 18 59 17.63 4 85 -35.53423 -79.64748 5654.604 504.7314 313.7071 402.7798 400.3338 400.4467 400.3338 400.7054 0 455.645 323.4612 3.99 2.333 2.446 2.446 2.074
2016 1 23 19 4 12.42 4 85 -35.08554 -79.72695 7733.327 379.7447 319.6453 400.0613 399.9188 399.9103 399.9188 400.5276 0 253.6521 319.2804 1.27 0.151 0.143 0.143 -0.466
2016 1 23 19 35 39.25 4 85 -34.65132 -79.03042 12856.82 178.4453 364.1327 398.3485 398.2845 NA 398.2845 398.669 1 4.614261 300.7581 -0.44 NA 0.064 0.064 -0.32
2016 1 23 19 56 30.06 4 0 -37.01122 -77.08702 12862.23 178.4605 359.2221 398.3883 398.321 398.0992 398.321 398.6985 1 5.036664 301.5574 -0.39 0.289 0.067 0.067 -0.31
2016 1 23 20 6 11.55 4 0 -38.13092 -76.14926 12873.37 178.4551 355.6115 399.4638 399.3072 NA 399.3072 399.5613 1 6.793983 308.9508 0.68 NA 0.157 0.157 -0.098
2016 1 25 16 44 55.46 6 0 -53.15939 -70.76436 2556.513 728.0044 290.2882 398.9659 398.4119 399.2875 398.4119 399.0755 0 3951.886 322.6777 0.28 -0.322 0.554 0.554 -0.11
2016 1 25 16 52 46.93 6 89 -53.81856 -70.0181 6242.29 443.5953 307.3244 400.4895 400.0407 NA 400.0407 400.4582 0 582.7039 321.4097 1.8 NA 0.449 0.449 0.031
2016 1 25 17 24 40.06 6 89 -57.51238 -69.05222 12152.82 178.4309 366.3838 397.6513 397.3428 NA 397.3428 NA 1 4.084941 304.2294 -1.05 NA 0.308 0.308 NA
2016 1 25 17 46 32.58 6 0 -60.2042 -68.88099 12108.6 178.4355 367.9745 397.8704 397.5969 397.5625 397.5969 397.973 1 3.862746 291.6864 -0.84 0.308 0.274 0.274 -0.103
2016 1 25 17 59 40.23 6 0 -61.83932 -68.76229 12086.58 178.4418 367.5706 397.721 397.368 397.3417 397.368 397.571 1 3.765661 288.2761 -0.99 0.379 0.353 0.353 0.15
2016 1 25 18 27 19.68 6 0 -64.14441 -65.55205 12051.94 178.3172 367.4912 395.8985 395.6449 395.4097 395.6449 395.9012 1 3.177528 262.4595 -2.81 0.489 0.254 0.254 -0.003
2016 1 25 18 39 44.72 6 0 -63.47334 -68.20262 12066.84 178.4166 367.2797 396.6853 396.4903 396.2828 396.4903 396.6316 1 3.521314 273.9593 -2.02 0.402 0.195 0.195 0.054
2016 1 25 18 54 44.37 6 0 -63.76634 -66.36322 12059.42 178.4475 368.4613 396.6554 396.3502 NA 396.3502 396.5651 1 3.463526 279.0348 -2.05 NA 0.305 0.305 0.09
2016 1 25 19 20 18.02 6 0 -64.72467 -64.32035 12047.44 178.4457 366.5009 396.8845 396.5837 NA 396.5837 396.9819 1 3.476655 275.9813 -1.82 NA 0.301 0.301 -0.097
2016 1 25 19 49 38.87 6 90 -67.60505 -69.04401 12023.58 178.5106 366.9598 397.1633 396.9257 397.2363 396.9257 NA 1 3.760495 285.7842 -1.54 -0.073 0.238 0.238 NA
2016 1 25 20 2 42.1 6 90 -67.96128 -69.64928 10431.47 228.7861 336.9639 399.3045 399.0084 398.7581 399.0084 399.0473 1 12.11521 308.7914 0.59 0.546 0.296 0.296 0.257
2016 1 25 20 11 28.68 6 90 -67.80036 -69.65011 8413.918 312.503 310.4045 400.4198 400.2171 400.0312 400.2171 400.371 0 112.6343 322.1198 1.71 0.389 0.203 0.203 0.049
2016 1 25 20 16 17.01 6 90 -67.93464 -69.00498 6333.371 426.1103 304.5976 398.6173 399.6783 399.5128 399.6783 399.7462 0 411.4006 322.1783 -0.1 -0.896 -1.061 -1.061 -1.129
2016 1 25 20 23 26.75 6 90 -67.91738 -69.33402 4497.542 550.7607 295.8822 398.8066 398.8691 NA 398.8691 399.1782 0 1000.2 322.5667 0.09 NA -0.062 -0.062 -0.372
2016 1 25 20 27 17.21 6 90 -67.81777 -69.29727 2781.966 694.3926 287.3941 399.1551 398.507 398.4451 398.507 398.8565 0 1543.921 322.1959 0.44 0.71 0.648 0.648 0.299
2016 1 25 20 30 47.59 6 90 -67.85793 -69.47289 1235.881 847.8075 280.5383 399.9319 NA 398.3713 NA 398.7254 0 1925.911 322.6459 1.21 1.561 NA NA 1.207
2016 1 25 20 38 55.59 6 90 -67.83933 -69.52487 299.789 953.1261 275.5037 398.3086 397.9718 NA 397.9718 398.3102 0 3174.478 322.187 -0.41 NA 0.337 0.337 -0.002
