year mon day hour min sec camp flt prof lat lon alt pressure theta co2 co2noaa co2qcls co2ao2 ch4pfp ch4noaa ch4qcls sf6pfp strat h2oref n2oref o3ref co2mspo co2mqcls co2mao2 co2mnoaa ch4mqcls ch4mnoaa
2017 2 15 9 43 36 2 8 2 -3.49193 -18.27086 4307.333 610.8611 319.9411 406.88 406.8587 407.3502 406.9308 1869.4 1869.511 1873.356 9.1 0 4646.393 323.723 52.61978 5.58 -0.47 -0.051 0.021 -3.956 -0.111
2017 2 15 9 48 52 2 8 2 -3.0686 -18.60228 1138.671 890.56 303.0457 407.41 407.2 407.8508 408.443 1857.24 1855.208 1857.91 9.07 0 21910.05 323.5162 31.68314 6.11 -0.441 -1.033 0.21 -0.67 2.032
2017 2 15 9 51 42 2 8 2 -2.865386 -18.75975 177.0857 994.56 299.5571 403.77 403.7167 NA 404.2651 1812.82 1812.126 NA 8.99 0 26848.94 321.4676 17.43929 2.47 NA -0.495 0.053 NA 0.694
2017 2 15 10 0 59.5 2 8 3 -2.200998 -19.28 3495.17 673.634 315.113 411.91 NA 412.3268 412.4656 1911.68 NA 1902.601 9.25 0 7319.507 325.2385 64.1609 10.61 -0.417 -0.556 NA 9.079 NA
2017 2 15 10 6 59.5 2 8 3 -1.684207 -19.68467 6388.636 470.3121 328.9557 405.86 405.75 NA 406.5346 1872.61 1871.42 NA 9.16 0 2522.995 322.7676 52.33507 4.56 NA -0.675 0.11 NA 1.19
2017 2 15 10 25 41 2 8 3 0.2158033 -21.17248 10365.09 275.3433 344.2319 405.73 405.7847 405.7405 406.4181 1853.24 1852.291 NA 9.1 0 159.219 322.1076 50.08348 4.43 -0.011 -0.688 -0.055 NA 0.949
2017 2 15 10 41 27.5 2 8 4 1.752559 -22.37251 5434.98 531.697 324.26 406.34 406.28 406.6353 406.8198 1861.72 1860.343 1859.423 9.08 0 6784.436 323.8689 47.927 5.03 -0.295 -0.48 0.06 2.297 1.377
2017 2 15 10 47 31.5 2 8 4 2.253363 -22.76414 1473.475 856.7763 304.2875 408.89 408.79 409.2786 408.8446 1884.15 1884.946 1888.324 9.16 0 20254.09 324.4336 37.98825 7.58 -0.389 0.045 0.1 -4.174 -0.796
2017 2 15 10 50 54 2 8 4 2.497779 -22.95095 190.1143 992.9143 300.0557 407.75 407.74 NA 407.9939 1885.55 1885.478 NA 9.18 0 26741.01 322.6876 24.99571 6.44 NA -0.244 0.01 NA 0.072
2017 2 15 11 1 13.5 2 8 5 3.177574 -23.51543 3741.46 654.035 317.166 410.37 NA 410.8458 410.12 1890.37 NA 1886.565 9.19 0 8262.128 324.3575 51.8472 9.06 -0.476 0.25 NA 3.805 NA
2017 2 15 11 8 55.5 2 8 5 3.84374 -24.01022 7617.244 401.4737 335.9244 405.55 405.5882 405.515 406.1868 1850.61 1849.432 NA 9.06 0 1854.44 322.7476 38.91894 4.24 0.035 -0.637 -0.038 NA 1.178
2017 2 15 11 23 17 2 8 5 5.238274 -25.10848 10380.25 275.01 342.739 405.87 405.8559 NA NA 1852.87 1853.063 NA 9.13 0 639.7862 322.4076 38.05738 4.56 NA NA 0.014 NA -0.193
2017 2 15 11 40 23.5 2 8 6 6.865967 -26.39909 4854.73 571.626 321.293 409.28 405.685 405.8612 405.9094 1853.17 1853.392 1855.355 9.12 0 3240.032 323.5145 39.3212 7.98 3.419 3.371 3.595 -2.185 -0.222
2017 2 15 11 45 32 2 8 6 7.27459 -26.72443 1570.386 848.0143 306.9543 408.9 408.84 409.056 409.3566 1874.91 1874.12 1877.526 9.15 0 16045.33 324.4775 31.52257 7.6 -0.156 -0.457 0.06 -2.616 0.79
2017 2 15 11 49 38.5 2 8 6 7.559569 -26.95148 184.8375 994.8875 297.2912 407.37 407.3557 NA 407.4783 1889.24 1888.38 1890.716 9.35 0 20443.56 324.7392 28.16667 6.07 NA -0.108 0.014 -1.476 0.86
2017 2 15 12 2 44 2 8 7 8.462192 -27.67521 4639.367 586.3922 320.8878 405.49 NA 405.8416 405.8224 1853.17 NA 1851.48 9.13 0 1402.519 323.3874 38.02789 4.19 -0.352 -0.332 NA 1.69 NA
2017 2 15 12 7 53.5 2 8 7 8.905777 -28.0321 7214.05 422.685 335.5579 405.49 405.5409 NA 406.0088 1862.52 1861.897 NA 9.11 0 299.0664 322.6576 33.92836 4.19 NA -0.519 -0.051 NA 0.623
2017 2 15 12 14 28 2 8 7 9.514363 -28.52436 9509.076 310.9314 340.1062 405.01 405.1712 405.2062 405.8983 1858.48 1857.984 1856.198 9.11 0 492.19 323.205 30.49181 3.71 -0.196 -0.888 -0.161 2.282 0.496
2017 2 15 12 25 25 2 8 -1 10.51458 -29.33695 11019.18 250.6328 343.1728 404.87 404.869 404.9007 405.1864 1841.35 1841.344 NA 9.01 0 350.6252 322.4576 33.19364 3.56 -0.031 -0.316 0.001 NA 0.005
2017 2 15 12 38 20.5 2 8 8 11.6791 -30.2898 5708.408 512.7692 322.5875 405.15 405.2256 405.244 405.318 1847 1847.042 NA 9.1 0 578.0183 322.3176 47.28817 3.84 -0.094 -0.168 -0.076 NA -0.042
2017 2 15 12 43 36 2 8 8 12.08822 -30.62711 2390.9 771.0533 309.9522 409.17 409.4017 409.8517 408.8319 1883.17 1883.416 1885.325 9.2 0 10133.11 324.0106 38.172 7.86 -0.682 0.338 -0.232 -2.155 -0.246
2017 2 15 12 49 16 2 8 8 12.47127 -30.94334 183.7571 997.9057 294.7557 407.1 407.1683 NA 407.9914 1883.02 1883.56 1886.015 9.33 0 16912.02 324.3876 30.23886 5.78 NA -0.891 -0.068 -2.995 -0.54
2017 2 15 12 59 33.5 2 8 9 13.15715 -31.51417 3694.02 657.866 314.762 405.76 405.6575 406.1569 NA 1858.44 1855.21 1858.577 9.27 0 260.046 323.5283 34.3165 4.44 -0.397 NA 0.102 -0.137 3.23
2017 2 15 13 17 27.5 2 8 9 14.73487 -32.84417 10343.1 275.4668 340.7673 405.55 405.62 405.7318 405.8498 1871.12 1871.061 1868.175 9.13 0 422.6155 323.7846 26.75818 4.24 -0.182 -0.3 -0.07 2.945 0.059
2017 2 15 13 24 39 2 8 -1 15.42381 -33.43271 10978.16 250.9084 344.496 405.53 405.5855 NA 406.023 1865.03 1864.882 NA 9.14 0 133.2324 322.9376 31.71036 4.22 NA -0.493 -0.056 NA 0.148
2017 2 15 13 56 5.5 2 8 10 18.65973 -35.30005 10930.57 250.7842 341.4892 405.31 405.3326 405.4038 405.7547 1869.38 1869.085 NA 9.14 0 295.9712 322.3676 26.59212 4.01 -0.094 -0.445 -0.023 NA 0.295
2017 2 15 14 5 27 2 8 10 19.70496 -34.90924 5816.808 504.0292 320.4931 406.28 406.386 NA 406.6683 1866.68 1866.491 1867.357 9.17 0 272.6915 324.2169 32.32162 4.98 NA -0.388 -0.106 -0.677 0.189
2017 2 15 14 9 52.5 2 8 10 20.1187 -34.75258 3152.98 703.199 310.237 405.98 405.9688 406.0274 406.2435 1860.56 1859.719 1864.786 9.19 0 1817.05 323.4271 28.6463 4.68 -0.047 -0.263 0.011 -4.226 0.841
2017 2 15 14 16 22 2 8 10 20.65843 -34.54718 179.4143 1001.811 293.9743 408.06 408.0083 408.2997 407.7773 1897.37 1897.562 1903.333 9.3 0 16710.68 324.5463 26.639 6.76 -0.24 0.283 0.052 -5.963 -0.192
2017 2 15 14 34 52.5 2 8 11 22.38656 -33.87955 8470.2 352.2063 327.7031 405.84 406.0062 405.8982 406.0213 1863.04 1863.65 1873.657 9.18 0 48.10187 322.9832 56.46106 4.54 -0.058 -0.181 -0.166 -10.617 -0.61
2017 2 15 14 46 23.5 2 8 11 23.81335 -33.31535 11764.96 217.2344 347.1156 404.19 404.2656 404.0731 NA 1838.23 1838.255 1843.165 9.01 0 8.624375 323.1815 64.47541 2.89 0.117 NA -0.076 -4.935 -0.025
2017 2 15 15 5 34 2 8 12 26.02771 -32.4138 5768.885 505.7646 317.8838 406.47 406.484 NA 406.417 1868.77 1868.492 NA 9.2 0 569.8031 322.5476 30.10246 5.17 NA 0.053 -0.014 NA 0.278
2017 2 15 15 9 40 2 8 12 26.41917 -32.25079 3054.4 711.7289 307.3311 406.15 406.2 406.3591 406.9116 1859.6 1857.456 NA 9.26 0 2421.557 322.5576 34.30756 4.85 -0.209 -0.762 -0.05 NA 2.144
2017 2 15 15 17 59 2 8 13 27.1017 -31.96262 182.9143 1001.186 292.5314 408.67 408.67 408.9718 409.1647 1909.48 1907.55 1914.993 9.32 0 17016.29 324.4907 32.247 7.37 -0.302 -0.495 0 -5.513 1.93
2017 2 15 15 25 23.5 2 8 13 27.74982 -31.68681 4049.18 628.326 310.301 406.81 406.6643 NA 406.5377 1871.6 1870.668 NA 9.24 0 2933.063 322.2276 30.4152 5.51 NA 0.272 0.146 NA 0.932
2017 2 15 15 30 5 2 8 13 28.23478 -31.47826 6686.846 446.7362 320.8123 406.19 406.293 406.3287 406.7618 1864.3 1864.221 1868.703 9.18 0 275.9846 324.0663 29.05354 4.88 -0.139 -0.572 -0.103 -4.403 0.079
2017 2 15 15 46 6 2 8 13 30.14531 -30.6364 11641.58 217.1676 338.4179 404.83 404.8764 404.7305 NA 1850.48 1850.537 1854.228 9.06 0 28.94242 323.3924 67.48624 3.52 0.099 NA -0.046 -3.748 -0.057
2017 2 15 15 59 1 2 8 14 31.67808 -29.93239 8700.858 336.6958 325.0232 406.46 406.4713 406.5206 407.2056 1866.64 1865.73 1867.535 9.32 0 106.9168 323.9739 30.216 5.15 -0.061 -0.746 -0.011 -0.895 0.91
2017 2 15 16 6 28.5 2 8 14 32.40156 -29.59118 4019.025 629.0338 310.485 405.69 405.5233 NA 406.5657 1851.07 1850.26 NA 9.16 0 2732.284 322.2876 32.14325 4.38 NA -0.876 0.167 NA 0.81
2017 2 15 16 13 35.5 2 8 14 33.01204 -29.29833 187.2 1000.64 290.3213 409.28 409.1614 409.5894 410.1206 1917.61 1916.36 1920.869 9.3 0 13883.98 324.5839 39.02737 7.97 -0.309 -0.841 0.119 -3.259 1.25
2017 2 15 16 25 12 2 8 15 33.96373 -28.83447 4589.211 584.2711 312.7922 405.76 405.6229 NA 405.8486 1856.24 1852.93 NA 9.22 0 1372.002 322.9776 33.72533 4.46 NA -0.089 0.137 NA 3.31
2017 2 15 16 31 21 2 8 15 34.5973 -28.51887 8440.632 347.2037 322.9984 406.56 406.5367 406.5379 407.1596 1868.22 1868.659 1868.657 9.31 0 219.1311 323.1654 29.30084 5.26 0.022 -0.6 0.023 -0.437 -0.439
2017 2 15 16 44 36.5 2 8 15 36.15033 -27.72367 11840.5 207.2012 334.1114 405.78 405.9136 405.7971 NA 1861.03 1861.932 1861.679 9.21 0 27.89381 323.3749 47.84807 4.48 -0.017 NA -0.134 -0.649 -0.902
2017 2 15 17 10 47 2 8 16 38.6796 -27.35144 6928.515 427.3562 317.2808 406.35 406.372 406.0961 407.5931 1870.31 1869.195 1877.325 9.29 0 376.5931 323.8812 37.33223 5.06 0.254 -1.243 -0.022 -7.015 1.115
2017 2 15 17 15 57.5 2 8 16 39.1987 -27.24904 3315.06 682.394 305.238 406.03 406.0678 406.3922 407.0131 1860.86 1859.849 1869.211 9.22 0 4199.801 323.9741 30.138 4.74 -0.362 -0.983 -0.038 -8.351 1.011
2017 2 18 9 32 47.5 2 9 1 39.11833 -26.62413 3812.52 651.781 305.581 406.06 405.9775 NA 407.1672 1864.14 1863.373 NA 9.18 0 2839.351 322.5411 35.7876 4.87 NA -1.107 0.082 NA 0.767
2017 2 18 9 39 5 2 9 1 39.69375 -26.4228 6818.177 439.7031 318.0385 405.9 405.8082 NA 406.3452 1859.17 1859.513 NA 9.12 0 258.4608 322.2611 40.699 4.71 NA -0.445 0.092 NA -0.343
2017 2 18 9 55 11.5 2 9 -1 41.58895 -26.6176 8558.612 344.9044 322.9362 406.46 406.4536 NA 406.2994 1868.27 1867.695 NA 9.26 0 99.17 322.3611 37.47356 5.27 NA 0.161 0.006 NA 0.575
2017 2 18 10 35 28 2 9 2 46.42963 -27.12944 2401.067 770.9422 302.5167 406.62 406.4525 NA 406.0847 1872.64 1870.297 NA 9.28 0 3988.358 322.8611 41.18778 5.42 NA 0.535 0.168 NA 2.343
2017 2 18 10 41 10 2 9 2 46.93779 -27.17724 182.5 1005.691 285.6743 409.03 408.8367 409.1101 409.2454 1917.2 1916.126 1921.205 9.38 0 13896.75 324.6305 37.62957 7.83 -0.08 -0.215 0.193 -4.005 1.074
2017 2 18 10 50 56 2 9 3 47.79039 -27.25842 3328.933 685.5544 305.8733 405.93 405.91 NA 405.8068 1860.74 1859.786 NA 9.22 0 1917.921 322.4211 33.169 4.72 NA 0.123 0.02 NA 0.954
2017 2 18 10 57 57.5 2 9 3 48.54517 -27.33341 7090.136 418.1086 319.3907 406.56 406.5045 406.7022 407.2696 1871.12 1869.245 1874.114 9.27 0 1430.371 323.7221 39.28971 5.35 -0.142 -0.71 0.055 -2.994 1.875
2017 2 18 11 3 58 2 9 -1 49.28195 -27.40818 8463.8 344.804 323.634 406.56 406.5242 406.5894 NA 1870.58 1870.072 1875.46 9.26 0 462.8893 323.5398 38.10453 5.35 -0.029 NA 0.036 -4.88 0.508
2017 2 18 11 20 27.5 2 9 4 51.26685 -27.6189 3656.39 653.074 305.944 406.5 406.4062 NA 406.6136 1866.68 1866.671 1864.182 9.22 0 3241.512 323.8611 34.9107 5.29 NA -0.114 0.094 2.498 0.009
2017 2 18 11 27 44 2 9 4 51.95819 -27.69646 320.2714 979.3743 286.6714 409.07 408.95 409.2092 408.8349 1913.35 1913.142 1919.936 9.36 0 13532.83 324.9835 35.44257 7.86 -0.139 0.235 0.12 -6.586 0.208
2017 2 18 11 49 20 2 9 -1 54.25059 -27.97023 8352.927 345.0713 322.2953 406.75 406.7333 406.8819 NA 1874.59 1873.521 1882.371 9.23 0 461.9213 323.8824 34.77833 5.54 -0.132 NA 0.017 -7.781 1.069
2017 2 18 12 2 10.5 2 9 6 55.83753 -28.17969 5662.733 496.7675 313.6967 406.79 NA 407.1055 407.5593 1877.8 NA 1881.488 9.23 0 2324.593 323.8618 42.48867 5.58 -0.315 -0.769 NA -3.688 NA
2017 2 18 12 6 27 2 9 6 56.28548 -28.24172 2942.156 703.76 301.7678 407.43 407.2543 NA 407.8167 1885.74 1884.648 NA 9.29 0 7056.187 322.3811 40.00822 6.22 NA -0.387 0.176 NA 1.092
2017 2 18 12 13 50.5 2 9 7 56.93723 -28.33465 440.8375 954.075 285.5312 408.46 408.3733 408.6927 408.4667 1905.21 1902.814 1908.297 9.38 0 11221.62 324.8801 36.86125 7.25 -0.233 -0.007 0.087 -3.087 2.396
2017 2 18 12 19 31.5 2 9 7 57.47664 -28.4149 3337.98 667.022 305.115 408.08 408.0275 408.3544 407.9097 1898.26 1896.11 1900.607 9.27 0 1161.327 324.1443 49.1332 6.86 -0.274 0.17 0.053 -2.347 2.15
2017 2 18 12 25 54.5 2 9 7 58.17331 -28.52113 6771.879 423.89 316.35 406.73 406.6827 406.7303 407.3315 1873.74 1873.035 NA 9.26 0 1373.824 322.4811 39.29707 5.51 0 -0.601 0.047 NA 0.705
2017 2 18 12 31 10 2 9 -1 58.79497 -28.61951 8225.047 344.6341 319.4935 407.33 407.3229 407.2011 NA 1885.21 1883.597 1889.068 9.24 0 496.4747 323.4559 35.67347 6.11 0.129 NA 0.007 -3.858 1.613
2017 2 18 12 58 33.5 2 9 8 62.11656 -29.57598 5452.825 500.7792 310.4017 407.41 407.333 407.5623 406.9807 1886.49 1885.314 1889.744 9.27 0 830.1642 323.1914 48.01275 6.18 -0.152 0.429 0.077 -3.254 1.176
2017 2 18 13 3 39 2 9 8 62.58835 -29.83309 2570.2 727.6633 295.9844 408.98 408.9175 409.2687 408.9161 1913.56 1911.832 1921.356 9.38 0 4680.213 324.571 43.06056 7.75 -0.289 0.064 0.062 -7.796 1.727
2017 2 18 13 12 57.5 2 9 9 63.36442 -30.27375 346.15 961.51 278.5263 412.94 412.885 413.0661 413.4391 1950.75 1949.281 1960.805 9.35 0 7285.306 325.2013 37.22225 11.71 -0.126 -0.499 0.055 -10.055 1.469
2017 2 18 13 20 2.5 2 9 9 64.00653 -30.65833 3907.48 610.775 301.023 408.42 408.4078 NA 408.6798 1905.15 1903.267 1909.698 9.31 0 2235.561 323.9298 46.7309 7.18 NA -0.26 0.012 -4.548 1.883
2017 2 18 13 25 35 2 9 9 64.57655 -31.01485 6771.013 412.6753 310.692 408.07 408.0975 408.0944 409.3369 1897.76 1896.432 NA 9.21 0 687.5887 321.9511 47.07253 6.83 -0.024 -1.267 -0.028 NA 1.328
2017 2 18 13 33 2 2 9 -1 65.42919 -31.57841 6781.753 410.7753 310.2373 407.89 407.9217 407.9917 NA 1894.4 1893.366 1894.795 9.24 0 642.6407 323.351 48.51373 6.65 -0.102 NA -0.032 -0.395 1.034
2017 2 18 14 11 11.5 2 9 -1 66.92745 -39.5959 6718.286 410.4707 304.9329 409.54 409.4845 409.5629 409.7135 1912.98 1913.005 1920.88 9.28 0 468.6029 324.3209 51.23386 8.29 -0.023 -0.173 0.055 -7.9 -0.025
2017 2 18 14 21 52 2 9 10 67.01095 -42.30295 4878.927 531.4045 300.5164 410.75 410.4811 NA 411.466 1928.02 1925.829 NA 9.36 0 514.5255 322.3711 51.516 9.5 NA -0.716 0.269 NA 2.191
2017 2 18 14 30 45.5 2 9 11 67.04218 -44.27625 2719.16 707.102 288.754 412.7 412.3525 412.796 412.5347 1946.68 1943.355 1950.837 9.34 0 2790.04 325.5932 41.17011 11.45 -0.096 0.165 0.347 -4.157 3.325
2017 2 18 14 35 58 2 9 11 67.04928 -45.54529 5611.169 478.8669 301.9292 411.09 411.011 NA 411.4871 1932.66 1930.943 NA 9.37 0 502.7954 322.4311 45.68315 9.84 NA -0.397 0.079 NA 1.717
2017 2 18 14 54 19.5 2 9 -1 68.33067 -48.91937 9555.809 263.1673 318.6459 403.77 403.7094 NA NA 1829.94 1830.284 NA 8.93 1 18.46182 315.1111 210.7392 2.52 NA NA 0.061 NA -0.344
2017 2 18 15 24 18 2 9 12 71.23199 -54.50377 4674.018 539.0418 291.1682 409.72 409.6978 NA 410.7176 1918.75 1917.527 NA 9.31 0 318.6155 322.6611 52.353 8.46 NA -0.998 0.022 NA 1.223
2017 2 18 15 28 27 2 9 12 71.48368 -55.38274 2239.222 750.7522 278.31 408.64 409.1771 409.7162 409.8487 1911.67 1916.715 1927.763 9.27 0 66.46333 324.7752 53.64689 7.38 -1.076 -1.209 -0.537 -16.093 -5.045
2017 2 18 15 35 29.5 2 9 -1 71.91316 -56.23342 178.7375 989.4212 252.8125 410.51 410.39 NA 410.6017 1930.41 1930.076 NA 9.31 0 618.2563 322.4811 40.916 9.25 NA -0.092 0.12 NA 0.334
2017 2 18 15 45 36.5 2 9 13 72.63129 -56.85684 3400.28 641.026 283.772 410.8 410.6913 410.9557 411.8712 1934.77 1933.274 1935.289 9.33 0 913.549 326.0306 43.6093 9.53 -0.156 -1.071 0.109 -0.519 1.496
2017 2 18 15 51 5 2 9 13 73.1342 -57.41598 6509.267 411.6827 295.8587 409.44 409.3967 NA 409.8449 1913.35 1912.917 NA 9.45 0 138.1913 322.6911 51.3786 8.17 NA -0.405 0.043 NA 0.433
2017 2 18 15 59 37 2 9 -1 73.87226 -59.31236 9429.313 262.7139 322.2948 402.8 402.7853 NA NA 1812.63 1812.488 1816.472 8.94 1 10.95043 313.9179 261.1111 1.53 NA NA 0.015 -3.842 0.142
2017 2 18 16 35 26.5 2 9 14 76.12187 -68.00288 2968.22 679.07 282.409 409.7 409.6425 NA 411.2777 1915.42 1916.04 1925.472 9.3 0 822.277 325.0371 42.677 8.44 NA -1.578 0.058 -10.052 -0.62
2017 2 19 16 36 28 2 10 1 77.14793 -69.68529 4560.382 529.23 283.8955 409.68 409.66 NA 410.7661 1920.01 1918.712 NA 9.37 0 487.5218 322.8189 47.18027 8.79 NA -1.086 0.02 NA 1.298
2017 2 19 16 44 26 2 10 1 78.01928 -69.57311 6879.393 375.2393 297.9187 407.52 407.4462 NA 408.4289 1891.9 1891.789 1894.392 9.29 0 52.61133 321.5358 77.8986 6.63 NA -0.909 0.074 -2.492 0.111
2017 2 19 16 56 41 2 10 -1 79.47224 -69.34737 8589 287.9986 322.5505 402.86 402.8776 402.8447 403.4454 1812.68 1812.653 NA 8.9 1 7.953333 312.1489 268.5081 1.97 0.015 -0.585 -0.018 NA 0.027
2017 2 19 17 33 32 2 10 2 80.50857 -91.39934 4143.909 565.6191 277.6009 409.41 409.2256 409.2135 409.4126 1920.34 1917.176 1922.408 9.27 0 79.41909 323.4478 52.52164 8.51 0.197 -0.003 0.184 -2.068 3.164
2017 2 19 17 45 11 2 10 -1 80.4135 -97.26165 357.9571 970.2457 243.7414 412.72 412.864 412.8603 412.3774 1963.34 1964.678 1965.433 9.3 0 360.7343 324.3407 24.537 11.81 -0.14 0.343 -0.144 -2.093 -1.338
2017 2 19 17 56 43 2 10 3 80.12982 -102.3126 3715.433 606.1 275.1833 410.08 410.05 410.1771 409.7167 1926.74 1925.913 NA 9.27 0 143.8756 322.5389 46.56311 9.17 -0.097 0.363 0.03 NA 0.827
2017 2 19 18 5 15.5 2 10 3 79.67059 -106.7144 6966.2 374.4194 292.5288 407.4 407.3085 407.3142 407.6266 1893.43 1892.125 1893.133 9.15 0 35.26313 320.6873 71.2375 6.49 0.086 -0.227 0.092 0.297 1.305
2017 2 19 18 20 52 2 10 3 78.58308 -114.4385 9624.437 250.59 333.3815 401.52 401.4414 NA 401.5609 1765.6 1766.171 NA 8.72 1 5.394815 303.3189 429.7169 0.61 NA -0.041 0.079 NA -0.571
2017 2 19 18 46 20.5 2 10 4 76.30529 -122.9334 6087.364 435.1921 287.29 409.67 409.6518 409.5828 408.5369 1916.37 1915.803 1917.336 9.33 0 39.29786 322.3249 46.02557 8.76 0.087 1.133 0.018 -0.966 0.567
2017 2 19 18 51 39.5 2 10 4 75.84624 -123.9122 2975.06 683.987 274.089 409.64 409.7862 NA 409.7696 1921.04 1921.835 NA 9.4 0 215.925 322.9389 44.5667 8.73 NA -0.13 -0.146 NA -0.795
2017 2 19 19 16 56.5 2 10 5 74.01501 -127.2134 5679.086 463.4243 282.7821 410.19 410.1545 410.2901 NA 1929.75 1926.884 1927.534 9.31 0 158.8536 321.7495 48.692 9.28 -0.1 NA 0.035 2.216 2.866
2017 2 19 19 35 39.5 2 10 5 73.79408 -133.0907 10015.8 239.355 340.4625 401.63 401.6426 401.5556 NA 1778.44 1777.193 1779.284 8.71 1 5.7925 307.6049 373.6905 0.71 0.074 NA -0.013 -0.844 1.247
2017 2 19 20 4 6 2 10 -1 74.02767 -145.0613 8778.881 287.6119 315.6505 403.35 403.2276 403.1889 402.689 1823.98 1824.045 1828.37 8.9 1 12.37714 315.0948 229.3072 2.43 0.161 0.661 0.122 -4.39 -0.065
2017 2 19 20 25 37 2 10 6 73.19328 -152.5487 8758.92 287.744 316.5608 404.4 404.2835 404.342 404.8589 1840.96 1842.215 NA 8.98 1 17.7316 316.7789 173.0622 3.48 0.058 -0.459 0.116 NA -1.255
2017 2 19 20 31 25 2 10 6 72.88267 -154.0655 5819.254 451.2808 287.6577 409.35 409.0891 408.9523 409.4411 1915.87 1913.145 1915.837 9.33 0 100.1469 322.4234 52.67892 8.43 0.398 -0.091 0.261 0.033 2.725
2017 2 19 20 37 5 2 10 6 72.58704 -155.416 2789.767 697.5811 275.7978 411.51 411.3057 NA 411.0338 1940.7 1940.668 NA 9.34 0 1183.407 322.7989 38.86367 10.59 NA 0.476 0.204 NA 0.033
2017 2 19 20 47 2.5 2 10 -1 71.95821 -156.353 565.7625 940.4488 252.3075 412.47 412.375 412.6087 412.9115 1958.24 1957.84 1960.282 9.31 0 838.7287 323.6282 18.86938 11.55 -0.139 -0.441 0.095 -2.042 0.4
2017 2 19 21 5 24 2 10 -1 71.28488 -156.8192 86.45714 1004.479 250.52 412.49 412.414 NA 412.1389 1960.51 1958.802 NA 9.32 0 775.9286 322.8189 16.41557 11.57 NA 0.351 0.076 NA 1.708
2017 2 19 21 10 16 2 10 7 71.2945 -156.5553 3120.233 664.4322 276.7933 411.64 411.6257 411.6383 411.6779 1944.65 1942.906 1946.344 9.37 0 804.7544 323.1479 38.01578 10.72 0.002 -0.038 0.014 -1.694 1.744
2017 2 19 21 17 43.5 2 10 7 71.06598 -154.6621 6747.55 391.7681 294.7519 408.14 408.0785 408.0595 NA 1903.06 1902.297 1903.794 9.27 0 65.63125 322.1882 59.95694 7.22 0.08 NA 0.062 -0.734 0.763
2017 2 19 21 22 36.5 2 10 -1 70.88577 -153.2987 7026.319 376.4744 296.66 408.15 408.0662 NA NA 1906.3 1905.011 NA 9.27 0 71.92875 321.9889 50.26662 7.23 NA NA 0.084 NA 1.289
2017 2 19 21 29 36 2 10 8 70.59399 -151.5636 4617.291 539.7445 282.6309 410.29 410.22 410.2101 410.6907 1926.14 1926.207 1929.75 9.33 0 342.5191 322.006 44.88864 9.37 0.08 -0.401 0.07 -3.61 -0.067
2017 2 19 21 32 20.5 2 10 8 70.46992 -150.8989 3197.22 659.999 278.898 411.15 411.0475 411.1911 410.9838 1939.22 1938.371 1944.846 9.39 0 813.594 322.6417 40.3799 10.23 -0.041 0.166 0.102 -5.626 0.849
2017 2 19 21 50 47.5 2 10 9 70.20139 -148.3732 419.525 955.7188 248.2212 413.45 413.36 NA NA 1970.85 1968.597 NA 9.33 0 633.735 322.8589 23.44325 12.53 NA NA 0.09 NA 2.253
2017 2 19 22 6 10.5 2 10 9 70.63883 -148.1517 3036.18 675.108 278.327 410.88 410.6087 NA 411.0502 1935.18 1932.251 NA 9.35 0 842.456 322.6689 41.9111 9.96 NA -0.17 0.271 NA 2.929
2017 2 19 22 11 47.5 2 10 9 70.09763 -148.1345 6282.571 424.2271 292.3329 407.92 407.9482 408.0075 408.478 1904.17 1899.201 1900.437 9.32 0 98.08 320.2777 48.7035 7 -0.088 -0.558 -0.028 3.733 4.969
2017 2 19 22 29 4 2 10 -1 68.14603 -148.0851 10673.93 216.9057 349.3149 401.37 401.2811 401.2651 NA 1759.23 1759.416 NA 8.7 1 4.900857 301.7589 435.7987 0.44 0.105 NA 0.089 NA -0.186
2017 2 19 22 44 24 2 10 10 66.42004 -148.0503 6170.285 432.3008 293.3438 409.56 409.4864 409.5501 410.4645 1916.18 1916.795 NA 9.33 0 221.1 322.1789 48.50431 8.63 0.01 -0.905 0.074 NA -0.615
2017 2 19 22 50 24.5 2 10 10 65.92427 -148.0424 3514.74 631.449 281.173 410.89 410.8188 NA 410.816 1936.78 1935.44 NA 9.36 0 1047.519 322.8189 40.3805 9.95 NA 0.074 0.071 NA 1.34
2017 2 19 23 20 36.5 2 10 11 64.12955 -148.6774 6467.75 413.0257 295.2271 409.92 409.9464 NA 410.9297 1920.43 1920.205 NA 9.3 0 174.0607 322.4289 44.37629 8.97 NA -1.01 -0.026 NA 0.225
2017 2 19 23 27 30.5 2 10 -1 63.51423 -149.1142 7667.833 344.5256 297.635 408.74 408.7033 408.7821 NA 1907.3 1907.417 NA 9.26 0 78.28222 322.1589 53.23272 7.79 -0.042 NA 0.037 NA -0.117
2017 2 19 23 42 26 2 10 12 62.28798 -149.9298 3221.522 656.96 281.1856 408.82 408.7286 408.834 408.4578 1913.95 1911.867 NA 9.27 0 257.2778 321.6189 54.21522 7.87 -0.014 0.362 0.091 NA 2.083
2017 2 19 23 47 20.5 2 10 12 61.94491 -150.1462 3133.08 664.472 281.961 409.02 409.075 409.3821 408.7499 1915.78 1915.328 NA 9.3 0 109.239 322.0189 48.6834 8.06 -0.362 0.27 -0.055 NA 0.452
