year month SPO_NOAA_insitu SPO_NOAA_flask SPO_SIO_O2_flask SPO_SIO_CDK_flask SPO_CSIRO_flask HBA_NOAA_flask SYO_NOAA_flask SYO_TU_insitu MAA_CSIRO_flask CYA_CSIRO_flask PSA_NOAA_flask PSA_SIO_O2_flask DRP_NOAA_flask MQA_CSIRO_insitu CRZ_NOAA_flask BHD_NIWA_insitu CGO_NOAA_flask CGO_SIO_O2_flask CGO_CSIRO_flask CGO_CSIRO_insitu AMS_LSCE_insitu CPT_SAWS_insitu LMG65_NOAA_underway LMG63_NOAA_underway LMG61_NOAA_underway LMG59_NOAA_underway LMG57_NOAA_underway LMG65_NCAR_underway LMG63_NCAR_underway LMG61_NCAR_underway LMG59_NCAR_underway LMG57_NCAR_underway
2006 11 379.5543 379.66 379.5988 379.3695 379.555 379.6225 379.5775 379.6067 379.553 379.6637 379.6162 379.6686 379.7375 379.6296 379.446 379.3471 379.553 379.1551 379.3242 379.4126 379.4989 379.2765 379.8845 379.9181 379.745 379.792 379.8 NA NA NA NA NA
2006 12 379.5546 379.668 379.6986 NA 379.576 379.4688 379.51 379.573 379.5992 379.4122 379.165 379.3895 379.4912 379.3693 379.3938 379.1198 379.33 379.2748 379.2622 379.2903 379.4739 379.142 379.4267 379.454 379.4945 379.5258 379.6783 NA NA NA NA NA
2007 1 379.5124 379.4942 379.3695 379.2499 379.584 379.244 379.485 379.4393 379.3727 379.135 379.004 379.3944 379.26 379.2538 379.25 379.1502 379.2825 379.3346 379.341 379.3107 379.9296 379.4881 378.8889 379.07 379.1857 379.1 378.8857 NA NA NA NA NA
2007 2 379.4741 379.6771 379.7035 379.3097 379.576 379.38 379.335 379.5036 379.2295 379.1492 379.2075 379.4144 378.9367 379.221 379.2717 379.338 379.115 379.3396 379.1843 379.4674 379.9499 379.4809 379.132 379.49 379.3333 379.2063 379.2 NA NA NA NA NA
2007 3 379.4671 379.5875 379.539 379.3097 379.455 379.51 379.5325 379.5248 379.3925 379.3337 379.2062 379.5241 379.6483 379.4564 379.389 379.4445 379.51 379.6786 379.4771 379.5458 379.3807 379.4776 379.9188 379.798 379.6088 379.6643 379.5143 NA NA NA NA NA
2007 4 379.8053 379.8508 379.8232 379.6288 379.701 379.8333 380.01 379.9996 380.1565 379.928 379.85 379.7833 379.8325 379.8976 379.8212 380.2588 NA NA NA 379.8779 379.4848 379.7915 380.0794 379.9072 379.8182 379.8467 379.6786 NA NA NA NA NA
2007 5 380.126 380.18 380.1423 379.9478 380.068 380.16 380.3425 380.2826 380.2057 380.1163 380.241 380.2968 380.1775 380.4282 380.2333 380.1847 380.1517 380.222 380.0898 380.1262 379.6193 380.0861 380.3366 379.9445 379.9833 379.9143 380.0572 NA NA NA NA NA
2007 6 380.4807 380.552 380.5361 380.3267 380.263 380.645 380.685 380.6114 380.5482 380.27 380.619 380.591 381.0317 380.6704 380.655 380.5869 380.3717 380.3965 380.4426 380.4883 380.3173 380.3303 380.915 380.9368 380.38 380.3 380.1 NA NA NA NA NA
2007 7 380.8925 380.9092 380.91 380.7355 380.579 380.991 381 381.057 381.0962 380.9288 380.9625 380.8951 NA 381.0741 380.9425 380.994 380.875 380.7904 380.8671 380.8862 381.1071 380.4219 NA NA NA NA NA NA NA NA NA NA
2007 8 381.3166 381.39 381.3737 381.2241 381.119 381.4662 381.4675 381.4462 381.5353 381.8957 381.558 381.5166 NA 381.5356 381.5475 381.4527 381.29 381.3039 381.4055 381.4004 381.2899 380.8092 NA NA NA NA NA NA NA NA NA NA
2007 9 381.6729 381.7708 381.7027 381.5332 NA 381.6875 381.7975 381.8013 381.5175 NA 381.925 381.8423 381.945 381.7245 381.7567 381.5241 381.4483 381.3238 381.5693 381.7255 381.6957 381.2646 382.0167 382.675 382.2333 382.4 382.0571 NA NA NA NA NA
2007 10 381.7958 381.9033 381.8922 381.6928 381.762 381.77 382.02 381.8621 NA 381.8445 381.975 381.9919 381.86 381.827 381.6767 381.7897 381.61 381.613 381.6629 381.7321 381.5932 381.078 382.3 382.2558 382.095 382.0471 382.07 NA NA NA NA NA
2007 11 381.7763 381.9325 381.9121 381.6329 NA 381.8613 381.9725 381.886 NA 381.6695 381.926 381.8623 381.82 381.752 381.655 381.5948 381.6025 381.623 381.5578 381.7076 381.8016 381.0269 382.0066 381.9976 381.9312 381.9187 381.8562 NA NA NA NA NA
2007 12 381.8101 381.915 381.9969 381.6928 381.847 381.86 381.9325 381.7902 NA 381.7025 381.605 381.6977 381.23 381.5977 381.3775 381.6057 381.67 381.6529 381.6492 381.6771 NaN 381.3258 381.8062 381.7927 381.4222 381.5143 381.625 NA NA NA NA NA
2008 1 381.7799 381.9029 381.8623 381.8024 382.226 381.765 381.985 381.7663 NA 381.8693 381.5838 381.6878 381.59 381.5674 381.6037 381.9392 381.7167 381.6396 381.7095 381.801 382.7622 381.5121 381.4621 381.2963 381.66 381.6714 381.5286 NA NA NA NA NA
2008 2 381.7446 381.8083 381.7476 381.5432 NA 381.69 381.9025 381.7292 NA 381.703 381.4717 382.3608 381.5125 381.7181 381.6012 381.6229 381.8512 381.7825 381.736 381.8444 382.3826 381.9747 381.4571 381.6312 381.575 381.5267 381.6357 NA NA NA NA NA
2008 3 381.876 381.9767 381.8922 381.6628 NA 381.8425 382.15 381.8547 381.238 381.622 381.791 381.8473 381.87 381.8318 381.7862 381.6236 381.7133 381.7825 381.6132 381.8008 382.1427 381.5631 381.747 381.6545 381.7333 381.6 381.6077 NA NA NA NA NA
2008 4 381.9883 382.084 382.0068 381.9221 NA 381.935 382.235 382.0247 381.7545 382.25 382.065 382.0268 381.975 381.9905 381.9075 381.985 381.895 382.0716 382.026 381.8597 382.0007 381.7238 382.1379 382.1321 381.9423 381.9433 381.988 NA NA NA NA NA
2008 5 382.0891 382.1358 381.9969 381.8323 382.6 382.0425 382.3475 382.1569 382.154 NA 382.155 382.1315 382.2 382.2366 382.144 382.1506 381.8925 382.2511 381.9227 382.042 382.1197 382.3713 382.2575 382.1828 382.0611 382.1636 383.1 NA NA NA NA NA
2008 6 382.3902 382.3617 382.3359 382.1115 NA 382.185 382.595 382.434 382.25 382.277 382.529 382.625 382.655 382.5597 382.355 382.7311 382.32 382.4007 382.634 382.4317 382.3253 382.4544 382.5656 382.7974 382.5556 382.55 382.675 NA NA NA NA NA
2008 7 382.9341 382.88 382.7547 382.6101 383.184 382.802 383.18 382.961 NA 383.1625 383.1083 383.2632 382.905 383.0144 383.1108 383.0506 382.9437 382.8943 382.9726 382.942 382.8345 382.9001 383.3559 383.1305 382.9625 383.1357 383.0455 NA NA NA NA NA
2008 8 383.3358 383.3642 383.1685 383.0887 383.434 383.2967 383.47 383.4479 383.6205 383.519 383.4575 383.4427 383.475 383.4952 383.4467 383.2701 383.2425 383.1435 383.354 383.3608 383.07 382.8455 383.5787 383.5492 383.4688 383.4909 383.4917 NA NA NA NA NA
2008 9 383.5849 383.6175 383.4825 383.3878 NA 383.6275 383.735 383.677 383.8302 383.843 384.058 383.48 383.735 383.6655 383.4575 384.05 383.5738 383.5424 383.6914 383.6279 383.2892 383.1122 383.7722 383.9667 383.6059 383.6727 383.69 NA NA NA NA NA
2008 10 383.6953 383.7058 383.6221 383.2981 383.718 383.702 383.78 383.8027 383.9573 383.8618 384.0488 383.8465 383.69 383.7542 383.6475 NA 383.5825 383.667 383.6533 383.6018 383.3008 383.1291 NA NA NA NA NA NA NA NA NA NA
2008 11 383.626 383.7433 383.6221 383.3778 NA 383.765 383.7375 383.6874 383.8338 383.9193 383.6 383.5922 NA 383.6207 383.435 NA 383.59 383.3579 383.495 383.5246 383.3527 382.8764 NA NA NA NA NA NA NA NA NA NA
2008 12 383.4984 383.6275 383.6022 383.3479 NA 383.455 383.4725 383.4938 383.596 383.5087 383.335 383.4227 NA 383.3885 383.4525 383.3959 383.4837 383.3479 383.5636 383.4343 NA NaN NA NA NA NA NA NA NA NA NA NA
2009 1 383.4831 383.6375 383.5723 383.3878 383.519 383.3375 383.605 383.4627 383.831 383.715 383.1612 383.1784 383.085 383.2367 383.02 383.6704 383.86 383.4078 383.85 383.3956 NA 383.4804 383.0192 383 383.1333 383.14 383.3167 NA NA NA NA NA
2009 2 383.2838 383.28 383.1036 383.0987 NA 383.35 383.2175 383.1787 383.455 383.2663 383.2 383.0289 383.2275 383.1735 383.0533 383.0443 384.42 NA 384.061 383.3096 383.6308 383.197 383.1026 383.1 383.1818 383.3091 383.4889 NA NA NA NA NA
2009 3 383.3119 383.33 383.1834 383.1385 NA 383.3475 383.5275 383.4146 383.4557 383.1443 383.345 383.2632 383.3675 383.3374 383.3412 383.1263 383.2933 383.3429 383.4454 383.3738 383.6925 383.0265 383.0897 383.3678 383.3933 383.55 383.9077 NA NA NA NA NA
2009 4 383.4584 383.4883 383.5872 383.338 NA 383.5617 383.6475 383.5783 383.671 383.4195 383.49 383.4726 383.3625 383.5638 383.5383 383.3615 383.1917 383.4177 383.2999 383.4337 383.7327 383.1707 383.5236 383.592 383.5154 383.5154 383.5125 NA NA NA NA NA
2009 5 383.639 383.5983 383.5324 383.4377 383.602 383.6163 383.79 383.7563 383.49 383.679 383.6937 383.7916 NA 383.8139 383.7563 383.4835 383.5762 383.4177 383.5043 383.5696 383.8199 383.4069 383.8693 384.0231 NA NA NA NA NA NA NA NA
2009 6 383.9099 383.8692 383.7916 383.7667 383.822 384.0613 383.9725 384.0067 383.8897 384.29 383.977 383.9711 383.9633 384.0744 384.0067 384.0863 383.8625 383.8016 383.8506 383.9747 383.9644 383.7285 384.064 383.9722 383.9467 384.0767 383.9 NA NA NA NA NA
2009 7 384.3034 384.3017 384.3351 384.2353 384.798 384.38 384.38 384.3958 384.6272 384.4302 384.4037 384.3849 NA 384.5174 384.56 384.2415 384.38 384.2503 384.3273 384.3827 384.3582 383.7216 NA NA NA NA NA NA NA NA NA NA
2009 8 384.696 384.68 384.5843 384.5843 385.302 384.745 384.685 384.7874 384.962 384.6415 384.8062 384.684 NA 384.8388 385.2717 384.5691 384.7963 384.6242 384.8472 384.8581 385.0499 384.2506 NA NA NA NA NA NA NA NA NA NA
2009 9 385.0081 384.9892 384.8585 384.8635 384.811 385.1633 385.14 385.1031 385.1 385.0202 385.122 385.0779 NA 385.0932 NA 384.7645 385.01 384.9333 384.9275 385.1226 385.1538 384.3792 385.3 385.5895 385.2706 385.2769 385.2111 NA NA NA NA NA
2009 10 385.1946 385.1908 385.1178 385.043 NA 385.41 385.27 385.2759 385.3758 385.362 385.485 385.2923 385.3433 385.2692 NaN 384.8752 385.13 384.9732 385.083 385.1821 385.1031 384.9602 385.4466 385.5583 385.46 385.5 385.435 NA NA NA NA NA
2009 11 385.1914 385.3342 385.2025 385.0131 NA 385.3117 385.3075 385.2376 385.0615 385.2647 385.191 385.2424 NA 385.234 385.21 384.7365 385.08 385.6811 385.181 385.1807 385.0885 385.781 385.3154 385.237 385.3 385.2571 385.1429 NA NA NA NA NA
2009 12 385.1333 385.2108 385.2075 384.9134 385.089 385.0712 385.195 385.0487 385.149 385.095 384.88 384.7788 384.91 384.8777 384.704 384.6481 385.0733 384.8103 384.9313 385.031 385.1853 384.9688 384.904 385.0961 NA 384.95 384.6667 NA NA NA NA NA
2010 1 385.0667 385.2408 385.0929 384.9533 385.665 384.545 385.1425 385.0025 385.1255 385.1309 384.755 384.6641 384.595 384.6069 384.745 NA 385.11 384.8186 385.0474 384.875 384.9082 384.5812 384.3091 384.725 384.8286 384.9 NA NA NA NA NA NA
2010 2 384.7088 384.98 384.7239 384.5544 385.208 384.4 384.575 384.5103 384.343 384.4955 384.2712 384.6641 384.03 384.6022 384.2675 384.5025 384.56 384.7538 384.7403 384.8286 385.0656 384.8271 384.2055 383.9654 384.28 384.1615 383.9889 NA NA NA NA NA
2010 3 384.775 384.8117 384.7189 384.6641 384.749 384.4925 384.72 384.6462 384.7148 384.906 384.57 384.6791 384.725 384.6915 384.4087 384.406 384.77 384.5843 384.5707 384.8768 385.0949 384.8627 384.5313 384.7111 384.7833 384.8 384.9667 NA NA NA NA NA
2010 4 384.8929 384.92 384.8386 384.8535 384.968 384.8975 384.9475 384.9473 384.9487 384.8575 384.915 385.0231 385.1025 385.0961 384.7763 384.9586 384.73 NA 384.802 384.9835 385.2371 385.1945 384.9244 384.9816 384.8833 384.8444 385.0167 NA NA NA NA NA
2010 5 385.2023 385.0842 384.9483 385.053 384.785 385.1117 385.2725 385.2645 385.087 385.1932 385.371 385.2673 385.23 385.3261 385.0662 385.2093 385.155 385.2125 385.2333 385.1704 385.5791 384.9247 385.4145 385.1326 385.2042 385.0571 385.075 NA NA NA NA NA
2010 6 385.6812 385.6925 385.6263 385.5615 385.529 385.58 385.885 385.7828 NA 386.036 385.9513 385.7011 385.68 385.9348 385.689 386.0481 385.595 385.716 385.7764 385.818 385.7673 385.8216 385.7 385.9 385.8857 385.8 385.8 NA NA NA NA NA
2010 7 386.3262 386.25 386.2096 386.2894 386.066 386.2767 386.45 386.4482 NA 386.864 386.4587 386.3642 NA 386.5884 386.495 386.395 386.22 386.4589 386.3107 386.5006 386.5456 386.6714 NA NA NA NA NA NA NA NA NA NA
2010 8 387.0385 387 386.8328 386.8876 386.729 387.126 387.21 387.1695 NA 387.105 387.435 387.2017 NA 387.127 387.221 387.5958 387.0283 386.8876 387.1678 387.1425 387.1184 386.9662 NA NA NA NA NA NA NA NA NA NA
2010 9 387.365 387.3933 387.3114 387.3662 387.349 387.4413 387.505 387.5709 NA 387.5922 387.7213 387.446 387.64 387.5663 387.4117 388.105 NA 387.2366 387.3123 387.3367 387.0926 387.0535 387.7771 387.753 387.5733 387.5462 387.6346 NA NA NA NA NA
2010 10 387.4387 387.4633 387.446 387.3563 387.415 387.4433 387.52 387.5443 NA 387.934 387.5812 387.5657 387.52 387.3707 387.355 388.0683 387.325 NA 387.431 387.3985 387.3339 387.3232 387.6333 387.6852 387.0556 387.29 387.3929 NA NA NA NA NA
2010 11 387.4337 387.4758 387.2898 387.2167 NA 387.535 387.445 387.4795 NA 387.785 387.508 387.441 387.2925 387.3357 387.233 388.015 387.475 387.2566 387.26 387.3769 387.2979 387.3874 387.2046 387.2 387.23 387.33 387.3625 NA NA NA NA NA
2010 12 387.3132 387.4175 387.4659 387.2865 387.538 387.274 387.235 387.2444 NA 387.5097 387.1063 387.1768 NA 387.0834 386.905 387 387.005 386.9076 387.0104 387.0776 387.8089 387.1574 387.058 387.2517 387.25 386.9643 NaN NA NA NA NA NA
2011 1 387.2215 387.3425 387.2266 387.1967 387.583 386.9725 386.6875 386.7649 NA 387.1745 386.4762 386.743 387.255 386.7629 386.7588 386.7543 386.9025 NA 386.8534 387.0009 NaN 386.9858 386.6138 386.3 386.9 387.14 387.075 NA NA NA NA NA
2011 2 387.0065 387.224 387.2366 387.3263 387.371 386.6383 386.955 386.8733 NA 387.0715 386.6683 386.5187 386.59 386.7969 386.9587 NA 387.0975 386.8826 386.9548 386.9966 NaN 386.9582 386.3875 386.3722 386.58 386.525 386.8077 NA NA NA NA NA
2011 3 386.9077 386.9792 386.8527 386.8777 386.602 386.74 386.91 386.929 NA 387.029 386.752 386.5087 386.9075 386.9587 386.6662 386.8247 386.94 386.7381 386.943 386.9475 NaN 387.1336 386.8308 386.5741 386.8445 386.7889 386.78 NA NA NA NA NA
2011 4 387.0618 387.0725 386.9225 386.9973 387.035 386.9263 387.1183 387.1045 NA 387.0135 386.9688 386.8428 386.9017 387.1517 387.1013 387.0371 387.32 387.1868 NA 387.0714 NaN 387.1871 387.0213 386.9149 386.8533 386.8778 386.8692 NA NA NA NA NA
2011 5 387.3158 387.2833 387.3014 387.117 387.281 387.195 387.265 387.3677 NA 387.1095 387.42 387.2067 387.325 387.4477 387.245 NA 387.2 387.0322 387.0675 387.2835 NaN 387.4875 387.5329 387.2652 387.3083 387.3143 387.3 NA NA NA NA NA
2011 6 387.572 387.517 387.4959 387.5357 NA 387.558 387.75 387.6927 NA 387.3692 387.73 387.6055 387.555 387.7774 387.5775 387.6596 387.7675 387.7152 387.7527 387.5881 NaN 387.6959 387.6333 387.65 387.625 387.6 387.5333 NA NA NA NA NA
2011 7 388.0214 387.8992 387.8797 387.8947 NA 387.955 388.2 388.1156 NA 387.9152 388.2162 388.0193 NA 388.2717 387.9767 388.2081 388.0625 387.9346 387.9158 388.0185 NaN 387.9743 NA NA NA NA NA NA NA NA NA NA
2011 8 388.5298 388.465 388.4581 388.493 388.929 388.4937 388.5125 388.639 388.5698 388.5294 388.838 388.4331 388.39 388.6989 388.4875 388.6362 388.61 388.2038 388.583 388.6583 NaN 388.3749 388.5928 388.4554 388.47 388.6187 388.6304 NA NA NA NA NA
2011 9 388.8926 388.8283 388.817 388.7821 388.773 388.8237 388.9175 389.0074 388.9646 388.8987 389.035 389.0513 388.9775 388.951 388.954 388.8038 389.0617 388.8818 388.9852 388.942 NaN 388.768 389.0067 388.9478 389.0389 389.0714 389.1 NA NA NA NA NA
2011 10 389.0885 389.0975 389.0314 389.0812 389.048 388.95 389.06 389.1235 389.108 388.998 389.1262 388.9965 388.5825 389.1619 389.008 388.6082 389.04 388.9018 389.1157 389.0493 NaN 388.7274 389.21 389.1875 388.85 388.4429 388.9333 NA NA NA NA NA
2011 11 389.1339 389.13 389.1161 389.1112 388.928 389.07 389.08 389.1538 389.1311 389.166 389.27 389.0414 388.8325 389.1296 388.8325 388.3706 388.8817 388.7672 388.8518 388.9723 NaN 388.7448 389.35 389.3629 389.3 388.9 388.8357 NA NA NA NA NA
2011 12 389.0685 389.1767 389.0314 388.7023 NA 388.9275 389.0325 388.9254 389.0682 388.976 388.741 388.9666 388.6633 388.7657 388.715 388.4659 389 388.7223 388.9133 388.9294 NaN 389.3666 388.9944 388.9147 389.0571 388.8583 389.0519 NA NA NA NA NA
2012 1 388.9401 389.147 389.0513 388.9616 NA 388.6533 388.875 388.7643 388.9054 388.858 388.455 388.5179 NA 388.6569 388.396 388.139 388.6767 388.6126 388.6522 388.8077 389.3909 NaN 388.5085 388.8428 388.8857 388.8 NA NA NA NA NA NA
2012 2 388.5547 388.4325 388.6625 388.7622 388.758 388.6175 388.29 388.4646 388.4245 388.5726 388.493 388.3583 388.6 388.5337 387.9983 388.3969 388.885 388.6076 388.688 388.7439 389.4384 388.9745 388.3053 388.4968 388.4417 388.5727 388.6176 NA NA NA NA NA
2012 3 388.7683 388.6879 388.6575 388.7323 388.911 388.62 388.6825 388.6649 388.661 388.762 388.7975 388.7622 389.0317 388.6288 388.835 388.4779 388.6875 388.6625 388.6495 388.8095 389.6954 388.8756 388.8235 388.6875 388.85 389.1062 389.0579 NA NA NA NA NA
2012 4 388.9959 388.9375 388.7871 388.8519 389.025 388.8883 389.005 388.966 388.9245 389.0487 389.1275 389.0314 389.0325 388.9113 388.9767 388.5576 389.165 389.0414 389.047 389.0372 389.7525 388.6282 389.2645 389.2467 389.1375 389.0308 389.1961 NA NA NA NA NA
2012 5 389.2541 389.17 389.0015 389.171 NA 389.1733 389.2025 389.3169 389.254 389.344 389.5062 389.3255 389.6075 389.4223 389.262 388.9573 389.21 389.0364 389.1667 389.2705 389.566 389.2935 389.5864 389.3 389.02 389.6571 389.6111 NA NA NA NA NA
2012 6 389.604 389.4742 389.4552 389.4302 389.363 389.41 389.57 389.6666 389.6257 389.5537 389.7863 389.5947 389.825 389.91 389.8987 389.6504 389.5883 389.4801 389.5568 389.6649 390.1073 389.8405 389.7833 389.8435 389.8571 389.8 NA 389.7923 389.7726 389.8899 389.9703 389.9781
2012 7 390.2386 390.1417 390.0385 390.198 NA 390.085 390.33 390.306 390.3312 389.926 390.873 390.4572 NA 390.3979 390.4933 390.2272 390.21 390.2578 390.1752 390.2269 390.5543 390.2524 NA NA NA NA NA NA NA NA NA NA
2012 8 390.9082 390.8408 390.866 390.886 390.558 390.7475 391.025 390.935 390.8112 391.0333 391.2162 390.9309 NA 390.951 390.995 390.5248 390.965 390.9009 390.935 391.0195 391.1483 390.7938 NA NA NA NA NA NA NA NA NA NA
2012 9 391.2953 391.2275 391.1552 391.2051 NA 391.165 391.375 391.3388 391.407 391.4647 391.4113 391.5241 391.64 391.2334 391.3067 390.7942 391.21 391.2549 391.345 391.2549 391.3378 391.0877 391.5667 391.54 391.6177 391.5556 391.64 390.8818 390.9229 390.6734 390.6602 390.9929
2012 10 391.3703 391.3233 391.2549 391.2948 NA 391.2617 391.3825 391.3789 391.3832 391.862 391.5937 391.3696 390.8983 391.4532 391.1075 NA 391.305 391.21 391.344 391.2431 391.2169 391.1621 392 391.7846 391.76 391.51 391.59 391.3516 391.4407 391.3147 390.3091 390.882
2012 11 391.3415 391.36 391.3098 391.1951 391.311 391.167 391.2925 391.3297 391.3905 391.4125 391.4967 391.3746 391.0283 391.1805 NA NA 391.1462 391.1901 391.1826 391.221 391.2392 391.4287 391.42 391.5572 391.3083 391.1733 391.5719 391.2505 391.2339 390.8361 390.3809 390.6324
2012 12 391.4381 391.4042 391.4444 391.3845 391.436 390.9125 391.3025 391.3203 391.3997 391.3445 391.095 391.225 391.325 391.0602 391.0333 NA 391.0025 391.1452 391.0863 391.1865 391.5708 391.5858 391.1936 391.3033 391.275 391.3773 391.1733 390.9101 391.0759 391.0156 391.1042 390.6536
2013 1 391.3577 391.3242 391.2599 391.2051 NA 390.805 391.455 391.2352 391.3795 NA 391.019 391.1103 390.405 391.0112 391.0025 NA 391.215 391.2051 391.2232 391.1521 391.7222 391.5067 391.088 391.1125 391.05 390.7667 390.66 390.7889 390.2404 390.278 NA NA
2013 2 391.3213 391.3858 391.225 391.2549 NA 390.8383 391.425 391.2714 391.2532 391.366 390.96 390.8361 391.2933 391.2032 390.54 391.475 391.4383 391.2798 391.3403 391.2764 391.9843 391.8465 390.9756 391.54 391.3833 391.0846 391.175 390.7516 390.7587 391.1032 390.7379 389.7425
2013 3 391.3531 391.2567 391.0954 391.2549 391.024 391.18 391.3875 391.3568 391.537 391.418 391.269 391.4876 391.185 391.6034 391.1 391.5786 391.82 392.0526 391.9165 391.6615 391.5286 391.7795 391.8079 391.5114 391.3714 391.3429 391.2286 391.1364 390.8819 390.7065 390.8733 390.7619
2013 4 391.7979 391.64 391.5092 391.6537 391.403 391.6713 391.87 391.8312 391.5097 391.954 392.095 391.7535 391.82 391.8114 391.77 391.7427 391.8017 391.8033 391.8617 391.9678 392.2303 392.16 391.9387 391.9942 391.8917 391.9 392.5333 391.9094 391.7043 391.461 391.6319 391.8635
2013 5 392.2372 392.1692 392.0675 392.2719 392.076 392.096 392.1 392.3121 392.24 392.554 392.414 392.1174 392.475 392.4624 392.3075 392.8404 392.2075 392.242 392.2562 392.3489 392.5598 392.4706 392.4769 392.5085 392.425 392.44 392.6294 392.1971 392.014 391.9569 392.1864 392.3689
2013 6 392.6539 392.5817 392.5362 392.7506 392.514 392.5733 392.6525 392.7815 392.7095 392.7173 392.595 392.5412 392.81 392.7942 393.0388 393.611 392.46 392.7705 392.4413 392.5432 392.9666 392.8622 392.8138 392.8449 392.6125 392.6 392.7 392.7111 392.7425 392.6909 392.9274 393.2791
2013 7 393.2024 393.0714 392.9749 393.3089 392.903 393.066 392.925 393.2798 392.9952 393.305 393.32 393.1993 393.35 393.3603 393.4313 393.2267 393.44 393.5183 393.3065 393.4871 393.7074 393.4374 393.9 393.6 NA 393.55 393.34 393.1559 393.0614 393.0247 393.2823 393.3291
2013 8 393.7438 393.65 393.5682 393.8573 393.336 393.6712 393.695 393.8056 393.7065 394.098 393.769 393.6878 NA 393.8409 393.8 NA 393.7375 393.7925 393.6808 393.701 394.049 393.8036 NA NA NA NA NA NA NA NA NA NA
2013 9 394.0009 394.0408 393.8872 394.0169 394.036 393.8738 394.025 394.0565 394.0022 394.0847 394.0517 393.8474 393.8 394.007 393.997 NA 393.8017 393.6828 393.953 393.9389 394.0402 393.8615 394.3263 394.4579 394.22 394.0833 394.3769 394.3395 394.2571 393.8591 393.8352 393.953
2013 10 394.0185 394.0358 393.9221 393.967 394.025 393.98 393.98 394.0612 394.0032 394.1915 394.2212 394.0169 393.905 394.0848 394.1 393.9668 393.94 394.0817 393.9784 393.954 394.0588 393.9219 394.7445 394.5057 394.3667 394.3214 394.4769 394.3808 394.1751 394.1116 394.1005 394.5912
2013 11 393.9805 393.9867 393.8972 393.977 394.212 393.9787 393.93 393.9689 393.87 394.041 394.065 393.9271 393.9625 393.904 394.0725 393.6826 393.7025 393.7477 393.7717 393.8928 394.041 393.857 394.2656 394.2421 394.2692 394.55 394.15 394.0237 393.824 393.8399 393.9235 394.0147
2013 12 393.9337 394.023 393.9172 394.1166 394.462 393.845 393.9125 393.8104 393.7858 393.756 393.9913 393.6878 393.495 393.5833 393.7225 393.19 393.7967 393.7377 393.8122 393.7214 394.0923 394.224 394.1137 394.0712 393.75 393.75 393.84 393.7255 393.6496 393.7965 393.6898 394.0215
2014 1 393.8893 393.9775 393.9072 394.1066 394.119 393.5075 393.8325 393.8066 393.853 393.75 393.3583 393.4585 393.715 393.4834 393.5113 NA 393.7075 393.7925 393.6976 393.5892 394.2765 394.0202 393.2959 393.7231 393.675 393.7833 393.5533 393.0443 393.5164 393.4742 393.4371 392.9501
2014 2 393.64 393.7879 393.643 393.957 394.055 393.4567 393.5175 393.6402 393.6953 393.3725 393.1417 393.3887 393.7975 393.4317 393.31 NA 393.855 394.1565 393.8094 393.5767 394.1051 393.805 393.1574 393.4533 393.475 393.2 393.75 392.8368 393.0214 393.1881 393.567 393.2935
2014 3 393.6919 393.7375 393.613 393.9072 394.127 393.5925 393.62 393.6687 393.617 393.6447 393.33 393.4386 393.5225 393.6163 393.4862 393.6271 393.7075 393.7925 393.381 393.6965 393.9653 394.2003 393.4066 393.5733 393.61 393.75 393.7857 393.0675 393.2431 393.2637 393.4268 393.1201
2014 4 393.8313 393.7917 393.7028 394.0867 394.198 393.8925 393.9075 393.8901 393.9263 393.8665 393.7912 393.4685 393.965 393.8098 393.8467 393.8922 393.9525 393.7826 393.9143 393.8853 394.326 394.2419 394.325 394.207 393.9167 NaN NA 393.6688 393.8159 393.9677 393.8185 394.1883
2014 5 394.2192 394.1442 394.0418 394.3958 394.159 394.105 394.2125 394.3039 393.9262 394.3585 394.425 394.3708 394.89 394.3663 394.33 394.5736 394.28 394.2512 394.2912 394.156 394.4679 394.4505 394.9259 394.9 NA NA NA 394.2061 393.9687 394.333 394.7994 394.2973
2014 6 394.5398 394.5617 394.3858 394.645 394.614 394.435 394.5325 394.6165 394.1977 394.8077 394.5562 394.6949 394.84 394.5597 394.7275 395.2857 394.5833 394.3908 394.5196 394.4881 394.5687 394.6599 NA 395.1424 395.9 396 NA 394.8373 394.8981 NA NA NA
2014 7 395.0099 394.94 394.8245 395.1037 395.354 395.035 395.1975 395.1289 395.0703 395.387 395.11 395.363 NA 395.1307 395.348 395.5572 395.165 NA NA 395.0691 395.2173 395.2493 395.4914 NA NA NA NA 395.0869 395.2683 NA NA NA
2014 8 395.5185 395.4433 395.348 395.6222 396.203 395.5775 395.5525 395.6114 395.4143 395.7865 395.595 395.682 395.675 395.5407 395.58 395.7419 395.5 395.4128 395.4777 395.5097 395.6665 395.7783 395.9633 NA 395.86 395.8428 396 395.446 395.5958 395.6181 395.2251 395.6255
2014 9 395.87 395.8136 395.7518 395.8914 395.985 395.9133 395.96 395.9304 395.761 395.9855 396.0733 396.1108 396.115 395.9808 396.1363 396.0066 395.7867 395.4876 395.8662 395.8284 396.0721 395.808 396.53 396.5857 396.3 396.3091 396.2333 395.9818 395.9206 395.8292 395.9897 396.2339
